,Test Mean Absolute Error (Lower is better),Hardware,Algorithm
665,0.3721989212218629,GenuineIntel,LR
666,0.3769004199759578,Avg,SV
667,0.2526655546863491,AuthenticAMD,SV
668,0.41648434093815356,GenuineIntel,SV
669,0.5506963810003012,Avg,NN
670,0.5506963810003012,AuthenticAMD,NN
671,0.5506963810003012,GenuineIntel,NN
672,0.20584095378988704,Avg,DT
673,0.07737028857487012,AuthenticAMD,DT
674,0.3706576615447266,GenuineIntel,DT
675,0.13682305776302967,Avg,RF
676,0.07200474902765477,AuthenticAMD,RF
677,0.25811687900062846,GenuineIntel,RF
678,0.13933136989174025,Avg,GB
679,0.07552479196266267,AuthenticAMD,GB
680,0.2040834832095983,GenuineIntel,GB
681,0.4997996374607537,Avg,LR
682,0.43046755931322367,AuthenticAMD,LR
683,0.5635817704442567,GenuineIntel,LR
684,0.422819320977121,Avg,SV
685,0.3197543760593366,AuthenticAMD,SV
686,0.45581200936996547,GenuineIntel,SV
687,0.13594305587405897,Avg,NN
688,0.13594305587405897,AuthenticAMD,NN
689,0.13594305587405897,GenuineIntel,NN
690,0.14965540489272558,Avg,DT
691,0.06779191184023353,AuthenticAMD,DT
692,0.2264696835102309,GenuineIntel,DT
693,0.1202110350761103,Avg,RF
694,0.06593659159468439,AuthenticAMD,RF
695,0.16831018287982374,GenuineIntel,RF
696,0.14595033169159277,Avg,GB
697,0.07434456587988231,AuthenticAMD,GB
698,0.31041323872788973,GenuineIntel,GB
699,0.5460597555175136,Avg,LR
700,0.2759905877954855,AuthenticAMD,LR
701,0.6779299532399614,GenuineIntel,LR
702,0.41767339691228694,Avg,SV
703,0.34743371907234694,AuthenticAMD,SV
704,0.4297246669479783,GenuineIntel,SV
705,0.4318364685974802,Avg,NN
706,0.4318364685974802,AuthenticAMD,NN
707,0.4318364685974802,GenuineIntel,NN
708,0.27492505245156873,Avg,DT
709,0.14628570232771848,AuthenticAMD,DT
710,0.30069838811808786,GenuineIntel,DT
711,0.18536342141106701,Avg,RF
712,0.10081757417633866,AuthenticAMD,RF
713,0.28759362728456306,GenuineIntel,RF
714,0.15056333634829905,Avg,GB
715,0.1268597363981087,AuthenticAMD,GB
716,0.16628685207441085,GenuineIntel,GB
717,0.39577859982009134,Avg,LR
718,0.3907101570352582,AuthenticAMD,LR
719,0.3499178350488549,GenuineIntel,LR
720,0.5446679023176335,Avg,SV
721,0.4156944349504811,AuthenticAMD,SV
722,0.6284929831215104,GenuineIntel,SV
723,0.22497029148134293,Avg,NN
724,0.22497029148134293,AuthenticAMD,NN
725,0.22497029148134293,GenuineIntel,NN
726,0.25655550998123977,Avg,DT
727,0.18149010811151206,AuthenticAMD,DT
728,0.28879947216593266,GenuineIntel,DT
729,0.22719964142345989,Avg,RF
730,0.17625286170894922,AuthenticAMD,RF
731,0.24099868098802224,GenuineIntel,RF
732,0.20393264219475027,Avg,GB
733,0.18523575217768057,AuthenticAMD,GB
734,0.22233932424961916,GenuineIntel,GB
