id,architecture,cpuop-mode,byteorder,cpu,on-linecpulist,threadpercore,corepersocket,socket,numanode,vendorid,cpufamily,model,stepping,frequencyboost,cpumhz,cpumaxmhz,cpuminmhz,bogomips,virtualization,l1dcache,l1icache,l2cache,l3cache,numanode0cpu,vulnerabilityitlbmultihit,vulnerabilityl1tf,vulnerabilitymds,vulnerabilitymeltdown,vulnerabilityspecstorebypass,vulnerabilityspectrev1,vulnerabilityspectrev2,vulnerabilitysrbds,vulnerabilitytsxasyncabort,flags,numanode1cpu,addresssize,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
2xAMDEPYC737116-Core,x86_64,32-bit.64-bit,LittleEndian,64,0-63,2,16,2,8,AuthenticAMD,23,1,2,,2889.985,3100,2500,6180.86,AMD-V,32,64,512,8192,0-3.32-35,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidamd_dcmaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbhw_pstatessbdibpbvmmcallfsgsbasebmi1avx2smepbmi2rdseedadxsmapclflushoptsha_nixsaveoptxsavecxgetbv1xsavesclzeroirperfxsaveerptraratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifoverflow_recovsuccorsmca,4-7.36-39,,,,,,
IntelXeonGold6238R,x86_64,32-bit.64-bit,LittleEndian,56,0-55,2,28,1,1,GenuineIntel,6,85,7,,3277.038,4000,1000,4400,VT-x,32,32,1024,39424,0-55,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscartarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tscaperfmperfeagerfpupnipclmulqdqdtes64monitords_cplvmxsmxesttm2ssse3sdbgfmacx16xtprpdcmpciddcasse4_1sse4_2x2apicmovbepopcntaesxsaveavxf16crdrandlahf_lmabm3dnowprefetchepbcat_l3cdp_l3intel_ppinintel_ptmbatpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustbmi1hleavx2smepbmi2ermsinvpcidrtmcqmmpxrdt_aavx512favx512dqrdseedadxsmapclflushoptclwbavx512cdavx512bwavx512vlxsaveoptxsavecxgetbv1cqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localibpbibrsstibpdthermidaaratplnptshwphwp_act_windowhwp_epphwp_pkg_reqpkuospkespec_ctrlintel_stibparch_capabilities,,,,,,,
2xIntelXeonE5-26300,x86_64,32-bit.64-bit,LittleEndian,24,0-23,2,6,2,2,GenuineIntel,6,45,7,,1200,2300,1200,4588.26,VT-x,32,32,256,15360,0-5.12-17,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tscaperfmperfeagerfpupnipclmulqdqdtes64monitords_cplvmxsmxesttm2ssse3cx16xtprpdcmpciddcasse4_1sse4_2x2apicpopcnttsc_deadline_timeraesxsaveavxlahf_lmepbssbdibrsibpbstibptpr_shadowvnmiflexpriorityeptvpidxsaveoptdthermidaaratplnptsspec_ctrlintel_stibpflush_l1d,6-11.18-23,,,,,,
AMDEPYC7402P24-Core,x86_64,32-bit.64-bit,LittleEndian,48,0-47,2,24,1,1,AuthenticAMD,23,49,0,,2800,2800,1500,5600.31,AMD-V,32,32,512,16384,0-47,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscartrep_goodnoplxtopologynonstop_tscextd_apicidaperfmperfeagerfpupnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_l2cpbcat_l3cdp_l3hw_pstatesmeretpoline_amdssbdibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2cqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1cqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptraratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifumipoverflow_recovsuccorsmca,,,,,,,
AMDAthlon7750,x86_64,32-bit.64-bit,LittleEndian,2,0.1,1,2,1,1,AuthenticAMD,16,2,3,,1350,,,5411.89,AMD-V,64,64,512,2048,0.1,,,,,,,,,,,,,,,,,
2xAMDEPYC771364-Core,x86_64,32-bit.64-bit,LittleEndian,256,0-255,2,64,2,2,AuthenticAMD,25,1,1,enabled,2000,2000,1500,3992.4,AMD-V,4000,4000,64000,512000,0-63.128-191,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.IBRS_FW.STIBPalways-on.RSBfilling,Notaffected,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16pcidsse4_1sse4_2x2apicmovbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3invpcid_singlehw_pstatessbdmbaibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2ermsinvpcidcqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrrdpruwbnoinvdamd_ppinaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdv_vmsave_vmloadvgifumippkuospkevaesvpclmulqdqrdpidoverflow_recovsuccorsmcafsrm,64-127.192-255,48-48,,,
2xIntelXeonE5-2650v2,x86_64,32-bit.64-bit,LittleEndian,32,0-31,2,8,2,2,GenuineIntel,6,62,4,,1200,,,5199.28,VT-x,32,32,256,20480,0-7.16-23,,,,,,,,,,,8-15.24-31,,,,,,
IntelXeonX3470,x86_64,32-bit.64-bit,LittleEndian,8,0-7,2,4,1,1,GenuineIntel,6,30,5,,1197,,,5851.4,VT-x,32,32,256,8192,0-7,,,,,,,,,,,,,,,,,
IntelCorei5540M,i686,32-bit.64-bit,,4,,2,2,,,GenuineIntel,6,37,2,,1199,,,,VT-x,32,32,256,3072,,,,,,,,,,,,,,,,,,
ARMv8Neoverse-N132-Core,aarch64,,LittleEndian,32,0-31,1,32,1,1,,,1,,,,,,243.75,,64,64,1024,32768,0-31,,,,,,,,,,fpasimdevtstrmaespmullsha1sha2crc32atomicsfphpasimdhpcpuidasimdrdmlrcpcdcpopasimddpssbs,,,,,,,
IntelCorei7-7567U,x86_64,32-bit.64-bit,LittleEndian,4,0-3,2,2,1,1,GenuineIntel,6,142,9,,879.486,4000,400,7008,VT-x,32,32,256,4096,0-3,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscartarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tscaperfmperftsc_known_freqpnipclmulqdqdtes64monitords_cplvmxesttm2ssse3sdbgfmacx16xtprpdcmpcidsse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmabm3dnowprefetchepbintel_pttpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustbmi1avx2smepbmi2ermsinvpcidmpxrdseedadxsmapclflushoptxsaveoptxsavecxgetbv1xsavesdthermidaaratplnptshwphwp_notifyhwp_act_windowhwp_epp,,,,,,,
2xAMDEPYC750232-Core,x86_64,32-bit.64-bit,LittleEndian,128,0-127,2,32,2,2,AuthenticAMD,23,49,0,,1796.911,2500,1500,4990.39,AMD-V,32,32,512,16384,0-31.64-95,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3hw_pstatesmessbdmbasevibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2cqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrwbnoinvdaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifumiprdpidoverflow_recovsuccorsmca,32-63.96-127,,,,,,
AMDRyzen52400G,x86_64,32-bit.64-bit,LittleEndian,8,0-7,2,4,1,1,AuthenticAMD,23,17,0,enabled,1581.098,3600,1600,7200.15,AMD-V,128,256,2000,4000,0-7,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.STIBPdisabled.RSBfilling,,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbhw_pstatesmessbdsevibpbvmmcallfsgsbasebmi1avx2smepbmi2rdseedadxsmapclflushoptsha_nixsaveoptxsavecxgetbv1xsavesclzeroirperfxsaveerptraratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifoverflow_recovsuccorsmca,,43-48,,,
2xAMDOpteron6180SE,x86_64,32-bit.64-bit,LittleEndian,24,0-23,1,12,2,4,AuthenticAMD,16,9,1,,2500,,,5000.1,AMD-V,64,64,512,5118,0-5,,,,,,,,,,,6-11,,,,,,
2xIntelXeonE5-2658v2,x86_64,32-bit.64-bit,LittleEndian,40,0-39,2,10,2,2,GenuineIntel,6,62,4,,2400.031,,,4799.3,VT-x,32,32,256,25600,0-9.20-29,,,,,,,,,,,10-19.30-39,,,,,,
AMDRyzen31200,x86_64,32-bit.64-bit,LittleEndian,4,0-3,1,4,1,1,AuthenticAMD,23,1,1,,1385.108,3100,1550,6199.52,AMD-V,32,64,512,4096,0-3,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbhw_pstatesmevmmcallfsgsbasebmi1avx2smepbmi2rdseedadxsmapclflushoptsha_nixsaveoptxsavecxgetbv1xsavesclzeroirperfxsaveerptraratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifoverflow_recovsuccorsmca,,,,,,,
AMDAthlonX4750KQuadCore,x86_64,32-bit.64-bit,LittleEndian,4,0-3,2,2,1,1,AuthenticAMD,21,16,1,,3416.951,,,6836.64,AMD-V,16,64,2048,,0-3,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tscextd_apicidaperfmperfeagerfpupnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2popcntaesxsaveavxf16clahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsxopskinitwdtlwpfma4tcenodeid_msrtbmtopoextperfctr_coreperfctr_nbcpbhw_pstatevmmcallbmi1aratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthreshold,,,,,,,
IntelCore2DuoE7500,x86_64,32-bit.64-bit,LittleEndian,2,0.1,1,2,1,1,GenuineIntel,6,23,10,,2934.394,,,5868.78,VT-x,32,32,3072,,0.1,,,,,,,,,,,,,,,,,
2xAMDOpteron248,x86_64,32-bit.64-bit,LittleEndian,2,0.1,1,1,2,2,AuthenticAMD,15,37,1,,2210.111,,,4420.22,,64,64,1024,,0,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2syscallnxmmxextfxsr_optlm3dnowext3dnowartrep_goodnoplextd_apicidpnilahf_lmretpoline_amd,1,,,,,,
IntelXeonE5-2643v2,x86_64,32-bit.64-bit,LittleEndian,12,0-11,2,6,1,1,GenuineIntel,6,62,4,,3570.546,3800,1200,6999.89,VT-x,32,32,256,25600,0-11,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tscaperfmperfeagerfpupnipclmulqdqdtes64monitords_cplvmxsmxesttm2ssse3cx16xtprpdcmpciddcasse4_1sse4_2x2apicpopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmidaaratepbplnptsdthermtpr_shadowvnmiflexpriorityeptvpidfsgsbasesmepermsxsaveopt,,,,,,,
IntelPentiumE5300,x86_64,32-bit.64-bit,,2,,1,2,,1,GenuineIntel,6,23,10,,2593.763,,,,VT-x,32,32,2048,,0.1,,,,,,,,,,,,,,,,,
2xIntelXeonE5-2697v2,x86_64,32-bit.64-bit,LittleEndian,24,0-23,1,12,2,2,GenuineIntel,6,62,4,,1200,,,5386.94,VT-x,32,32,256,30720,0-11,,,,,,,,,,,12-23,,,,,,
AMDEPYC728116-Core,x86_64,32-bit.64-bit,LittleEndian,32,0-31,2,16,1,4,AuthenticAMD,23,1,2,,2096.044,,,4192.08,AMD-V,32,64,512,4096,0.4.8.12.16.20.24.28,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscartrep_goodnoplnonstop_tscextd_apicidamd_dcmaperfmperfeagerfpupnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_l2cpbhw_pstatesmeretpoline_amdssbdibpbvmmcallfsgsbasebmi1avx2smepbmi2rdseedadxsmapclflushoptsha_nixsaveoptxsavecxgetbv1clzeroirperfxsaveerptraratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifoverflow_recovsuccorsmca,1.5.9.13.17.21.25.29,,,,,,
2xIntelXeonE5-2643v3,x86_64,32-bit.64-bit,LittleEndian,24,0-23,2,6,,2,GenuineIntel,6,63,2,,3399.909,,,6799.02,VT-x,32,32,256,20480,0.2.4.6.8.10.12.14.16.18.20.22,,,,,,,,,,,1.3.5.7.9.11.13.15.17.19.21.23,,,,,,
2xIntelXeonGold6148,x86_64,32-bit.64-bit,LittleEndian,80,0-79,2,20,2,2,GenuineIntel,6,85,4,,2400,,,4800,VT-x,32,32,1024,28160,0.2.4.6.8.10.12.14.16.18.20.22.24.26.28.30.32.34.36.38.40.42.44.46.48.50.52.54.56.58.60.62.64.66.68.70.72.74.76.78,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscartarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tscaperfmperfeagerfpupnipclmulqdqdtes64monitords_cplvmxsmxesttm2ssse3sdbgfmacx16xtprpdcmpciddcasse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmabm3dnowprefetchepbcat_l3cdp_l3intel_ppinintel_ptmbaibrsibpbstibptpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustbmi1hleavx2smepbmi2ermsinvpcidrtmcqmmpxrdt_aavx512favx512dqrdseedadxsmapclflushoptclwbavx512cdavx512bwavx512vlxsaveoptxsavecxgetbv1cqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localdthermidaaratplnptspkuospkespec_ctrlintel_stibp,1.3.5.7.9.11.13.15.17.19.21.23.25.27.29.31.33.35.37.39.41.43.45.47.49.51.53.55.57.59.61.63.65.67.69.71.73.75.77.79,,,,,,
AMDA12-9720PRADEONR712COMPUTECORES4C,x86_64,32-bit.64-bit,LittleEndian,4,0-3,2,2,1,1,AuthenticAMD,21,101,1,,1400,2700,1400,5389.9,AMD-V,64,192,2000,,0-3,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.STIBPdisabled.RSBfilling,Notaffected,Notaffected,,,,,,
IntelCorei7-6850K,x86_64,32-bit.64-bit,LittleEndian,12,0-11,2,6,1,1,GenuineIntel,6,79,1,,1500.512,4000,1200,7202.09,VT-x,32,32,256,15360,0-11,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tscaperfmperfeagerfpupnipclmulqdqdtes64ds_cplvmxesttm2ssse3sdbgfmacx16xtprpdcmpciddcasse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmabm3dnowprefetchepbintel_pttpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustbmi1hleavx2smepbmi2ermsinvpcidrtmcqmrdseedadxsmapxsaveoptcqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localdthermidaaratplnpts,,,,,,,
AMDAthlonIIX2250,x86_64,32-bit.64-bit,LittleEndian,2,0.1,1,2,1,,AuthenticAMD,16,6,2,,3013.813,,,6027.62,AMD-V,64,64,1024,,,,,,,,,,,,,,,,,,,
AMDAthlonIIX3425,x86_64,32-bit.64-bit,LittleEndian,3,0-2,1,3,1,1,AuthenticAMD,16,5,2,,2705.546,2700,800,5411.09,AMD-V,64,64,512,,0-2,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplm3dnowext3dnowconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidpnimonitorcx16popcntlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdthw_pstatevmmcallnptlbrvsvm_locknrip_save,,,,,,,
2xIntelXeonX5675,x86_64,32-bit.64-bit,LittleEndian,24,0-23,2,6,,2,GenuineIntel,6,44,2,,1600,,,6133.25,VT-x,32,32,256,12288,1.3.5.7.9.11.13.15.17.19.21.23,,,,,,,,,,,0.2.4.6.8.10.12.14.16.18.20.22,,,,,,
2xIntelXeonE5-26600,x86_64,32-bit.64-bit,LittleEndian,32,0-31,2,8,2,2,GenuineIntel,6,45,7,,2199.907,,,4399.36,VT-x,32,32,256,20480,0.2.4.6.8.10.12.14.16.18.20.22.24.26.28.30,,,,,,,,,,,1.3.5.7.9.11.13.15.17.19.21.23.25.27.29.31,,,,,,
IntelCorei5460M,x86_64,32-bit.64-bit,LittleEndian,4,0-3,2,2,1,1,GenuineIntel,6,37,5,,2534,,,5066.25,VT-x,32,32,256,3072,0-3,,,,,,,,,,,,,,,,,
IntelXeonE5-2609v4,x86_64,32-bit.64-bit,LittleEndian,8,0-7,1,8,1,1,GenuineIntel,6,79,1,,1699.886,1700,1200,3399.77,VT-x,32,32,256,20480,0-7,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tsccpuidaperfmperfpnipclmulqdqdtes64monitords_cplvmxsmxesttm2ssse3sdbgfmacx16xtprpdcmpciddcasse4_1sse4_2x2apicmovbepopcntaesxsaveavxf16crdrandlahf_lmabm3dnowprefetchcpuid_faultcat_l3cdp_l3intel_ppinintel_pttpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustbmi1hleavx2smepbmi2ermsinvpcidrtmcqmrdt_ardseedadxsmapxsaveoptcqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localdthermaratplnpts,,,,,,,
2xIntelXeonSilver4216,x86_64,32-bit.64-bit,LittleEndian,64,0-63,2,16,2,2,GenuineIntel,6,85,7,,2100,,,4200,VT-x,32,32,1024,22528,0.2.4.6.8.10.12.14.16.18.20.22.24.26.28.30.32.34.36.38.40.42.44.46.48.50.52.54.56.58.60.62,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscartarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tscaperfmperfeagerfpupnipclmulqdqdtes64monitords_cplvmxsmxesttm2ssse3sdbgfmacx16xtprpdcmpciddcasse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmabm3dnowprefetchepbcat_l3cdp_l3invpcid_singleintel_ppinintel_ptssbdmbaibrsibpbstibpibrs_enhancedtpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustbmi1hleavx2smepbmi2ermsinvpcidrtmcqmmpxrdt_aavx512favx512dqrdseedadxsmapclflushoptclwbavx512cdavx512bwavx512vlxsaveoptxsavecxgetbv1cqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localdthermidaaratplnptspkuospkeavx512_vnnimd_clearspec_ctrlintel_stibpflush_l1darch_capabilities,1.3.5.7.9.11.13.15.17.19.21.23.25.27.29.31.33.35.37.39.41.43.45.47.49.51.53.55.57.59.61.63,,,,,,
2xIntelXeonX5690,x86_64,32-bit.64-bit,LittleEndian,12,0-11,1,6,,2,GenuineIntel,6,44,2,,3468,,,6933.53,VT-x,32,32,256,12288,0-5,,,,,,,,,,,6-11,,,,,,
IntelCorei5-4300M,x86_64,32-bit.64-bit,LittleEndian,4,0-3,2,2,1,1,GenuineIntel,6,60,3,,2371.179,3300,800,5188.32,VT-x,32,32,256,3072,0-3,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tscaperfmperfeagerfpupnipclmulqdqdtes64monitords_cplvmxsmxesttm2ssse3sdbgfmacx16xtprpdcmpcidsse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmabmepbtpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustbmi1avx2smepbmi2ermsinvpcidxsaveoptdthermidaaratplnpts,,,,,,,
AMDFX-8350Eight-Core,x86_64,32-bit.64-bit,LittleEndian,8,0-7,2,4,1,1,AuthenticAMD,21,2,0,,1400,4000,1400,8036.28,AMD-V,16,64,2048,8192,0-7,,,,,,,,,,,,,,,,,
2xIntelXeonE5-2637v2,x86_64,32-bit.64-bit,LittleEndian,16,0-15,2,4,2,2,GenuineIntel,6,62,4,,1200,,,6998.93,VT-x,32,32,256,15360,0-3.8-11,,,,,,,,,,,4-7.12-15,,,,,,
IntelCore2DuoE8400,x86_64,32-bit.64-bit,LittleEndian,2,0.1,1,2,1,1,GenuineIntel,6,23,10,,2000,,,5999.22,VT-x,32,32,6144,,0.1,,,,,,,,,,,,,,,,,
IntelCore2DuoE6750,x86_64,32-bit.64-bit,LittleEndian,2,0.1,1,2,1,,GenuineIntel,6,15,11,,3159.695,,,6319.39,VT-x,32,32,4096,,,,,,,,,,,,,,,,,,,
AMDEPYC727212-Core,x86_64,32-bit.64-bit,LittleEndian,24,0-23,2,12,1,1,AuthenticAMD,23,49,0,enabled,1347.867,2900,1500,5789.35,AMD-V,384,384,6000,64000,0-23,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.IBRS_FW.STIBPalways-on.RSBfilling,Notaffected,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3hw_pstatesmessbdmbasevibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2cqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrrdpruwbnoinvdaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifumiprdpidoverflow_recovsuccorsmca,,43-48,,,
