id,architecture,cpuop-mode,byteorder,cpu,on-linecpulist,threadpercore,corepersocket,socket,numanode,vendorid,cpufamily,model,stepping,frequencyboost,cpumhz,cpumaxmhz,cpuminmhz,bogomips,virtualization,l1dcache,l1icache,l2cache,l3cache,numanode0cpu,vulnerabilityitlbmultihit,vulnerabilityl1tf,vulnerabilitymds,vulnerabilitymeltdown,vulnerabilityspecstorebypass,vulnerabilityspectrev1,vulnerabilityspectrev2,vulnerabilitysrbds,vulnerabilitytsxasyncabort,flags,numanode1cpu,addresssize,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
AMDRyzen55600G,x86_64,32-bit.64-bit,LittleEndian,12,0-11,2,6,1,1,AuthenticAMD,25,80,0,enabled,1400,4463.6709,1400,7800.23,AMD-V,192,192,3000,16000,0-11,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.IBRS_FW.STIBPalways-on.RSBfilling,Notaffected,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3hw_pstatessbdmbaibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2ermsinvpcidcqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrrdpruwbnoinvdaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifumippkuospkevaesvpclmulqdqrdpidoverflow_recovsuccorsmcafsrm,,48-48,,,
AMDRyzen33200G,x86_64,32-bit.64-bit,LittleEndian,4,0-3,1,4,1,1,AuthenticAMD,23,24,1,enabled,1400,3600,1400,7186.53,AMD-V,128,256,2000,4000,0-3,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.STIBPdisabled.RSBfilling,Notaffected,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbhw_pstatessbdibpbvmmcallfsgsbasebmi1avx2smepbmi2rdseedadxsmapclflushoptsha_nixsaveoptxsavecxgetbv1xsavesclzeroirperfxsaveerptraratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifoverflow_recovsuccorsmcasmesevsev_es,,43-48,,,
AMDPhenom9650,x86_64,32-bit.64-bit,LittleEndian,4,0-3,1,4,1,1,AuthenticAMD,16,2,3,,,2300,1150,4621.14,AMD-V,1152,1152,8000,32000,0-3,Notaffected,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.STIBPdisabled.RSBfilling,Notaffected,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplm3dnowext3dnowconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidpnimonitorcx16popcntlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibshw_pstatevmmcallnptlbrvsvm_lock,,48-48,,,,
IntelXeonE312xx,x86_64,32-bit.64-bit,LittleEndian,2,0.1,1,1,2,1,GenuineIntel,6,42,1,,2099.998,,,4199.99,VT-x,32,32,4096,,0.1,,,,,,,,,,,,,,,,,
2xAMDEPYC74F324-Core,x86_64,32-bit.64-bit,LittleEndian,96,0-95,2,24,2,2,AuthenticAMD,25,1,1,enabled,3200,4037.5,1500,6387.97,AMD-V,1.5,1.5,24000,512000,0-23.48-71,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.IBRS_FW.STIBPalways-on.RSBfilling,Notaffected,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16pcidsse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3invpcid_singlehw_pstatessbdmbaibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2ermsinvpcidcqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrrdpruwbnoinvdamd_ppinaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdv_vmsave_vmloadvgifumippkuospkevaesvpclmulqdqrdpidoverflow_recovsuccorsmcafsrm,24-47.72-95,48-48,,,
POWER94-Core,ppc64le,,LittleEndian,16,0-15,4,4,1,1,,,2.2,,enabled,,3800,2154,,,128,128,2000,40000,0-15,,Notaffected,Notaffected,Mitigation;RFIFlush.L1Dprivateperthread,Mitigation,Kernelentry/exitbarrier(eieio),Mitigation;__userpointersanitization.ori31speculationbarrierenabled,Mitigation,Indirectbranchcachedisabled,,,,,,,,
IntelCorei5-8365UE,x86_64,32-bit.64-bit,LittleEndian,8,0-7,2,4,1,,GenuineIntel,6,142,12,,3736.458,4100,400,3600,VT-x,32,32,256,6144,,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscartarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tsccpuidaperfmperftsc_known_freqpnipclmulqdqdtes64monitords_cplvmxsmxesttm2ssse3sdbgfmacx16xtprpdcmpcidsse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmabm3dnowprefetchcpuid_faultepbinvpcid_singlessbdibrsibpbstibpibrs_enhancedtpr_shadowvnmiflexpriorityeptvpidept_adfsgsbasetsc_adjustbmi1hleavx2smepbmi2ermsinvpcidrtmmpxrdseedadxsmapclflushoptintel_ptxsaveoptxsavecxgetbv1xsavesdthermidaaratplnptshwphwp_notifyhwp_act_windowhwp_eppmd_clearflush_l1darch_capabilities,,,,,,,
ARMv7rev216-Core,armv7l,,LittleEndian,16,0-15,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IntelPentiumG3260,x86_64,32-bit.64-bit,LittleEndian,2,0.1,1,2,1,1,GenuineIntel,6,60,3,,800,,,6599.36,VT-x,32,32,256,3072,0.1,,,,,,,,,,,,,,,,,
IntelCorei5-2405S,x86_64,32-bit.64-bit,LittleEndian,4,0-3,1,4,1,1,GenuineIntel,6,42,7,,1600,,,4988.63,VT-x,32,32,256,6144,0-3,,,,,,,,,,,,,,,,,
IntelXeonE5-2680v2,x86_64,32-bit.64-bit,LittleEndian,20,0-19,2,10,1,1,GenuineIntel,6,62,4,,2800,,,5599.84,VT-x,32,32,256,25600,0-19,,,,,,,,,,,,,,,,,
AMDAthlon64X25200,x86_64,32-bit.64-bit,LittleEndian,2,0.1,1,2,,1,AuthenticAMD,15,107,2,,2692.823,,,5385.86,AMD-V,64,64,512,,0.1,,,,,,,,,,,,,,,,,
ARMv7rev34-Core,armv7l,,LittleEndian,4,0-3,1,4,1,,ARM,,3,,,,1500,600,270,,,,,,,,,,,,,,,,halfthumbfastmultvfpedspneonvfpv3tlsvfpv4idivaidivtvfpd32lpaeevtstrmcrc32,,,,,,,
2xIntelXeonE5-2680v2,x86_64,32-bit.64-bit,LittleEndian,20,0-19,1,10,2,1,GenuineIntel,6,62,4,,2799.998,,,5599.99,,32,32,4096,,0-19,,,,,,,,,,,,,,,,,
2xAMDEPYC727212-Core,x86_64,32-bit.64-bit,LittleEndian,48,0-47,2,12,2,2,AuthenticAMD,23,49,0,enabled,3189.967,2900,1500,5800.24,AMD-V,768,768,12000,128000,0-11.24-35,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.IBRS_FW.STIBPconditional.RSBfilling,Notaffected,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3hw_pstatesmessbdmbasevibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2cqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrrdpruwbnoinvdaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifumiprdpidoverflow_recovsuccorsmca,12-23.36-47,43-48,,,
AMDEPYC7351P16-Core,x86_64,32-bit.64-bit,LittleEndian,32,0-31,2,16,1,4,AuthenticAMD,23,1,2,,2395.438,2400,1200,4790.87,AMD-V,32,64,512,8192,0-3.16-19,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidamd_dcmaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_l2mwaitxcpbhw_pstatevmmcallfsgsbasebmi1avx2smepbmi2rdseedadxsmapclflushoptsha_nixsaveoptxsavecxgetbv1xsavesclzeroirperfaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadoverflow_recovsuccorsmca,4-7.20-23,,,,,,
AMDOpteron2356,x86_64,32-bit.64-bit,LittleEndian,4,0-3,1,4,1,1,AuthenticAMD,15,6,1,,2311.846,,,4623.69,,64,64,512,,0-3,,,,,,,,,,,,,,,,,
IntelCeleronG3930,x86_64,32-bit.64-bit,LittleEndian,2,0.1,1,2,1,1,GenuineIntel,6,158,9,,2900,2900,800,5800,VT-x,32,32,256,2048,0.1,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscartarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tscaperfmperfeagerfpupnipclmulqdqdtes64monitords_cplvmxesttm2ssse3sdbgcx16xtprpdcmpcidsse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaverdrandlahf_lmabm3dnowprefetchintel_pttpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustsmepermsinvpcidmpxrdseedsmapclflushoptxsaveoptxsavecxgetbv1xsavesdthermaratplnptshwphwp_notifyhwp_act_windowhwp_epp,,,,,,,
IntelCorei5-4690K,x86_64,32-bit.64-bit,LittleEndian,4,0-3,1,4,1,1,GenuineIntel,6,60,3,,800,,,7000.26,VT-x,32,32,256,6144,0-3,,,,,,,,,,,,,,,,,
IntelPentiumDualT2370,x86_64,32-bit.64-bit,LittleEndian,2,0.1,1,2,1,1,GenuineIntel,6,15,13,,1733,,,3458.02,,32,32,1024,,0.1,,,,,,,,,,,,,,,,,
IntelAtomN570,x86_64,32-bit.64-bit,LittleEndian,4,0-3,2,2,,1,GenuineIntel,6,28,10,,1666,,,3333.2,VT-x,24,32,512,,0-3,,,,,,,,,,,,,,,,,
IntelCorei3-2100,i686,32-bit.64-bit,LittleEndian,4,0-3,2,2,1,,GenuineIntel,6,42,7,,1600,,,6185.64,VT-x,32,32,256,3072,,,,,,,,,,,,,,,,,,
ARMv7rev42-Core,armv7l,,LittleEndian,2,0.1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IntelCore2DuoP8700,i686,32-bit.64-bit,,2,0.1,1,2,1,,GenuineIntel,6,23,,,2527.015,,,5053.98,VT-x,32,32,3072,,,,,,,,,,,,,,,,,,,
2xAMDEPYC753232-Core,x86_64,32-bit.64-bit,LittleEndian,128,0-127,2,32,2,2,AuthenticAMD,23,49,0,,2395.498,,,4790.99,AMD-V,32,32,512,16384,0-31.64-95,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscartrep_goodnoplxtopologynonstop_tscextd_apicidaperfmperfeagerfpupnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_l2cpbcat_l3cdp_l3hw_pstateretpoline_amdssbdibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2cqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1cqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptraratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifumipoverflow_recovsuccorsmca,32-63.96-127,,,,,,
2xIntelXeonE5430,x86_64,32-bit.64-bit,LittleEndian,8,0-7,1,4,,1,GenuineIntel,6,23,6,,2659.996,,,5320.07,VT-x,32,32,6144,,0-7,,,,,,,,,,,,,,,,,
IntelXeonE3-1275Lv3,x86_64,32-bit.64-bit,LittleEndian,4,0-3,2,2,1,1,GenuineIntel,6,60,3,,2901,,,5786.77,VT-x,32,32,256,4096,0-3,,,,,,,,,,,,,,,,,
IntelCorei5-2320,x86_64,,LittleEndian,4,0-3,,,1,,,6,42,7,,3009.321,,,6021.19,,32,32,256,6144,0-3,,,,,,,,,,,,,,,,,
IntelCorei7-5960X,x86_64,32-bit.64-bit,LittleEndian,16,0-15,2,8,1,1,GenuineIntel,6,63,2,,1407.89,3500,1200,6000.44,VT-x,32,32,256,20480,0-15,,,,,,,,,,,,,,,,,
IntelCorei7-8550U,x86_64,32-bit.64-bit,LittleEndian,8,0-7,2,4,1,1,GenuineIntel,6,142,10,,2000,4000,400,3984,VT-x,32,32,256,8192,0-7,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscartarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tsccpuidaperfmperftsc_known_freqpnipclmulqdqdtes64monitords_cplvmxesttm2ssse3sdbgfmacx16xtprpdcmpcidsse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmabm3dnowprefetchcpuid_faultepbintel_pttpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustbmi1avx2smepbmi2ermsinvpcidmpxrdseedadxsmapclflushoptxsaveoptxsavecxgetbv1xsavesdthermidaaratplnptshwphwp_notifyhwp_act_windowhwp_epp,,,,,,,
IntelCorei7-7900X,x86_64,32-bit.64-bit,LittleEndian,20,0-19,2,10,1,1,GenuineIntel,6,85,4,,3300,4500,1200,6900,VT-x,32,32,1024,14080,0-19,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscartarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tsccpuidaperfmperftsc_known_freqpnipclmulqdqdtes64monitords_cplvmxesttm2ssse3sdbgfmacx16xtprpdcmpciddcasse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmabm3dnowprefetchcpuid_faultcat_l3cdp_l3intel_ptmbatpr_shadowvnmiflexpriorityeptvpidfsgsbasetsc_adjustbmi1hleavx2smepbmi2ermsinvpcidrtmcqmmpxrdt_aavx512favx512dqrdseedadxsmapclflushoptclwbavx512cdavx512bwavx512vlxsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localdthermidaaratplnptshwphwp_act_windowhwp_epphwp_pkg_req,,,,,,,
2xAMDEPYC744324-Core,x86_64,32-bit.64-bit,LittleEndian,96,0-95,2,24,2,2,AuthenticAMD,25,1,1,enabled,2850,4035.644,1500,5689.39,AMD-V,1.5,1.5,24000,256000,0-23.48-71,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.IBRS_FW.STIBPalways-on.RSBfilling,Notaffected,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16pcidsse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3invpcid_singlehw_pstatessbdmbaibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2ermsinvpcidcqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrrdpruwbnoinvdamd_ppinaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdv_vmsave_vmloadvgifumippkuospkevaesvpclmulqdqrdpidoverflow_recovsuccorsmcafsrm,24-47.72-95,48-48,,,
AMDEPYC7551P32-Core,x86_64,32-bit.64-bit,LittleEndian,64,0-63,2,32,1,4,AuthenticAMD,23,1,2,,1996.2,,,3992.4,AMD-V,32,64,512,8192,0.4.8.12.16.20.24.28.32.36.40.44.48.52.56.60,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscartrep_goodnoplnonstop_tscextd_apicidamd_dcmaperfmperfeagerfpupnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_l2cpbhw_pstatesmeretpoline_amdssbdibpbvmmcallfsgsbasebmi1avx2smepbmi2rdseedadxsmapclflushoptsha_nixsaveoptxsavecxgetbv1clzeroirperfxsaveerptraratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifoverflow_recovsuccorsmca,1.5.9.13.17.21.25.29.33.37.41.45.49.53.57.61,,,,,,
IntelCorei3-8109U,x86_64,32-bit.64-bit,LittleEndian,4,0-3,2,2,1,1,GenuineIntel,6,142,10,,3201.937,3600,400,6002,VT-x,32,32,256,4096,0-3,,,,,,,,,,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushdtsacpimmxfxsrssesse2sshttmpbesyscallnxpdpe1gbrdtscplmconstant_tscartarch_perfmonpebsbtsrep_goodnoplxtopologynonstop_tsccpuidaperfmperftsc_known_freqpnipclmulqdqdtes64monitords_cplvmxesttm2ssse3sdbgfmacx16xtprpdcmpcidsse4_1sse4_2x2apicmovbepopcnttsc_deadline_timeraesxsaveavxf16crdrandlahf_lmabm3dnowprefetchcpuid_faultepbinvpcid_singleptissbdibrsibpbstibptpr_shadowvnmiflexpriorityeptvpidept_adfsgsbasetsc_adjustbmi1avx2smepbmi2ermsinvpcidmpxrdseedadxsmapclflushoptintel_ptxsaveoptxsavecxgetbv1xsavesdthermidaaratplnptshwphwp_notifyhwp_act_windowhwp_eppflush_l1d,,39-48,,,,,
AMDAthlonII170u,i686,32-bit.64-bit,LittleEndian,1,0,1,1,1,,AuthenticAMD,16,6,3,,2000,,,4026.79,AMD-V,64,64,1024,,,,,,,,,,,,,,,,,,,
AMDRyzen52400GwithRadeonVega,x86_64,32-bit.64-bit,,8,0-7,2,4,1,1,AuthenticAMD,23,17,,,1729.309,3600,1600,7186.43,AMD-V,32,64,512,4096,0-7,,,,,,,,,,,,,,,,,
IntelAtomE3825,x86_64,32-bit.64-bit,LittleEndian,2,0.1,1,2,1,1,GenuineIntel,6,55,3,,1333,,,2664,VT-x,24,32,512,,0.1,,,,,,,,,,,,,,,,,
ARMv8Cortex-A776-Core,aarch64,,LittleEndian,8,0-7,1,2,3,,Qualcomm,,14,,,,2841.6001,300,38.4,,,,,,,,,,,,,,,,fpasimdevtstrmaespmullsha1sha2crc32atomicsfphpasimdhpcpuidasimdrdmlrcpcdcpopasimddp,,,,,,,
ARMv8Neoverse-N14-Core,aarch64,,LittleEndian,4,0-3,1,4,1,1,,,1,,,,,,243.75,,64,64,1024,32768,0-3,,,,,,,,,,fpasimdevtstrmaespmullsha1sha2crc32atomicsfphpasimdhpcpuidasimdrdmlrcpcdcpopasimddpssbs,,,,,,,
ARMv8Cortex-A578-Core,,,,8,0-7,1,,,1,,,,,,,1500,500,100,,,,1024,,0-7,,,,,,,,,,,,,,,,,
ARMv7rev14-Core,armv7l,,LittleEndian,4,0-3,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMDEPYC7F5216-Core,x86_64,32-bit.64-bit,LittleEndian,32,0-31,2,16,1,1,AuthenticAMD,23,49,0,enabled,2546.453,3500,2500,6987.04,AMD-V,512,512,8000,256000,0-31,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.IBRS_FW.STIBPalways-on.RSBfilling,Notaffected,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3hw_pstatesmessbdmbasevibrsibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2cqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrrdpruwbnoinvdaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifumiprdpidoverflow_recovsuccorsmca,,43-48,,,
AMDRyzen33300X4-Core,x86_64,32-bit.64-bit,LittleEndian,8,0-7,2,4,1,1,AuthenticAMD,23,113,0,enabled,2022.93,3800,2200,7600.2,AMD-V,128,128,2000,16000,0-7,Notaffected,Notaffected,Notaffected,Notaffected,Mitigation,SpeculativeStoreBypassdisabledviaprctlandseccomp,Mitigation,usercopy/swapgsbarriersand__userpointersanitization,Mitigation;FullAMDretpoline.IBPBconditional.STIBPconditional.RSBfilling,,Notaffected,fpuvmedepsetscmsrpaemcecx8apicsepmtrrpgemcacmovpatpse36clflushmmxfxsrssesse2htsyscallnxmmxextfxsr_optpdpe1gbrdtscplmconstant_tscrep_goodnoplnonstop_tsccpuidextd_apicidaperfmperfpnipclmulqdqmonitorssse3fmacx16sse4_1sse4_2movbepopcntaesxsaveavxf16crdrandlahf_lmcmp_legacysvmextapiccr8_legacyabmsse4amisalignsse3dnowprefetchosvwibsskinitwdttcetopoextperfctr_coreperfctr_nbbpextperfctr_llcmwaitxcpbcat_l3cdp_l3hw_pstatesmessbdmbasevibpbstibpvmmcallfsgsbasebmi1avx2smepbmi2cqmrdt_ardseedadxsmapclflushoptclwbsha_nixsaveoptxsavecxgetbv1xsavescqm_llccqm_occup_llccqm_mbm_totalcqm_mbm_localclzeroirperfxsaveerptrwbnoinvdaratnptlbrvsvm_locknrip_savetsc_scalevmcb_cleanflushbyasiddecodeassistspausefilterpfthresholdavicv_vmsave_vmloadvgifumiprdpidoverflow_recovsuccorsmca,,43-48,,,
2xIntelXeonE5-2680v4,x86_64,32-bit.64-bit,LittleEndian,56,0-55,2,14,2,2,GenuineIntel,6,79,1,,2401,,,4788.63,VT-x,32,32,256,35840,0-13.28-41,,,,,,,,,,,14-27.42-55,,,,,,
IntelAtomD525,x86_64,32-bit.64-bit,LittleEndian,4,0-3,2,2,1,1,GenuineIntel,6,28,10,,1795.708,,,3592.63,,24,32,512,,0-3,,,,,,,,,,,,,,,,,
IntelCorei3-3220T,x86_64,32-bit.64-bit,LittleEndian,4,0-3,2,2,1,1,GenuineIntel,6,58,9,,1600,,,5605.41,VT-x,32,32,256,3072,0-3,,,,,,,,,,,,,,,,,
IntelXeonX5550,x86_64,32-bit.64-bit,LittleEndian,2,0.1,2,1,,1,GenuineIntel,6,26,5,,2666.76,,,5333.52,,32,32,256,8192,0.1,,,,,,,,,,,,,,,,,
