,id,count
86,2xIntelXeonE5-2643v3,1
87,2xIntelXeonE5-26500,5
88,2xIntelXeonE5-2650L0,1
89,2xIntelXeonE5-2650Lv3,1
90,2xIntelXeonE5-2650v2,9
91,2xIntelXeonE5-2650v3,7
92,2xIntelXeonE5-2650v4,9
93,2xIntelXeonE5-2658v2,5
94,2xIntelXeonE5-26600,9
95,2xIntelXeonE5-2660v2,3
96,2xIntelXeonE5-2660v3,6
97,2xIntelXeonE5-2660v4,1
98,2xIntelXeonE5-26650,6
99,2xIntelXeonE5-26670,8
100,2xIntelXeonE5-2667v3,9
101,2xIntelXeonE5-2667v4,2
102,2xIntelXeonE5-2669v3,5
103,2xIntelXeonE5-26700,13
104,2xIntelXeonE5-2678v3,4
105,2xIntelXeonE5-26800,28
106,2xIntelXeonE5-2680v2,48
107,2xIntelXeonE5-2680v3,15
108,2xIntelXeonE5-2680v4,1
109,2xIntelXeonE5-2682v4,1
110,2xIntelXeonE5-2683v3,3
111,2xIntelXeonE5-2683v4,27
112,2xIntelXeonE5-2687W0,2
113,2xIntelXeonE5-26900,9
114,2xIntelXeonE5-2690v2,1
115,2xIntelXeonE5-2690v3,7
116,2xIntelXeonE5-2690v4,10
117,2xIntelXeonE5-2695v3,2
118,2xIntelXeonE5-2696v3,5
119,2xIntelXeonE5-2697v2,4
120,2xIntelXeonE5-2697v3,12
121,2xIntelXeonE5-2697v4,1
122,2xIntelXeonE5-2698v3,4
123,2xIntelXeonE5-2699v3,6
124,2xIntelXeonE5-2699v4,3
125,2xIntelXeonE5-26xxv3,1
126,2xIntelXeonE5310,3
127,2xIntelXeonE5405,1
128,2xIntelXeonE5410,2
129,2xIntelXeonE5420,8
130,2xIntelXeonE5430,1
131,2xIntelXeonE5440,1
132,2xIntelXeonE5462,1
133,2xIntelXeonE5504,2
134,2xIntelXeonE5506,2
135,2xIntelXeonE5520,6
136,2xIntelXeonE5530,6
137,2xIntelXeonE5540,18
138,2xIntelXeonE5606,1
139,2xIntelXeonE5620,21
140,2xIntelXeonE5630,1
141,2xIntelXeonE5640,2
142,2xIntelXeonE5645,5
143,2xIntelXeonE5649,6
144,2xIntelXeonGold5115,4
145,2xIntelXeonGold5118,10
146,2xIntelXeonGold5120,3
147,2xIntelXeonGold5218,1
148,2xIntelXeonGold5220R,169
149,2xIntelXeonGold6130,10
150,2xIntelXeonGold6138,66
151,2xIntelXeonGold6140,16
152,2xIntelXeonGold6142,3
153,2xIntelXeonGold6144,8
154,2xIntelXeonGold6148,2
155,2xIntelXeonGold6152,5
156,2xIntelXeonGold6154,3
157,2xIntelXeonGold6230,13
158,2xIntelXeonGold6238R,7
159,2xIntelXeonGold6240,2
160,2xIntelXeonGold6240R,1
161,2xIntelXeonGold6248R,2
162,2xIntelXeonGold6252N,1
163,2xIntelXeonGold6254,26
164,2xIntelXeonGold6330,2
165,2xIntelXeonL5420,3
166,2xIntelXeonL5630,2
167,2xIntelXeonPlatinum8160,3
168,2xIntelXeonPlatinum8163,3
169,2xIntelXeonPlatinum8167M,3
170,2xIntelXeonPlatinum8168,11
171,2xIntelXeonPlatinum8175M,3
172,2xIntelXeonPlatinum8259CL,3
173,2xIntelXeonPlatinum8268,8
174,2xIntelXeonPlatinum8275CL,1
175,2xIntelXeonPlatinum8360Y,1
176,2xIntelXeonPlatinum8380,118
177,2xIntelXeonSilver4108,1
178,2xIntelXeonSilver4110,9
179,2xIntelXeonSilver4114,9
180,2xIntelXeonSilver4214,5
181,2xIntelXeonSilver4215,1
182,2xIntelXeonSilver4216,21
183,2xIntelXeonX5355,3
184,2xIntelXeonX5550,5
185,2xIntelXeonX5570,3
186,2xIntelXeonX5650,12
187,2xIntelXeonX5670,14
188,2xIntelXeonX5675,9
189,2xIntelXeonX5680,3
190,2xIntelXeonX5690,2
191,4xAMDOpteron6272,1
192,4xAMDOpteron6378,1
193,4xIntelXeonE5-2680v3,5
194,4xIntelXeonE5-26xxv3,1
195,4xIntelXeonE5-46170,3
196,4xIntelXeonE5-4620v2,2
197,4xIntelXeonE7-4850,2
198,4xIntelXeonX7350,1
199,4xIntelXeonX7460,5
200,8xAMDOpteron63xxclass,2
201,8xIntelXeonE312xx,1
202,8xIntelXeonE5620,1
203,AArch64rev4,3
204,AMDA10-4600MAPU,2
205,AMDA10-5800KAPU,4
206,AMDA10-6700APU,9
207,AMDA10-7700KAPUwithRadeonR7,3
208,AMDA10-7800RadeonR712ComputeCores4C,2
209,AMDA10-7850KAPU,50
210,AMDA10-7850KAPUwithRadeonR7,7
211,AMDA10-7850KRadeonR712ComputeCores4C,3
212,AMDA10-7870KRadeonR712ComputeCores4C,46
213,AMDA10-8700PRadeonR610ComputeCores4C,1
214,AMDA10Micro-6700TAPU,1
215,AMDA12-9720PRADEONR712COMPUTECORES4C,1
216,AMDA4-5000APU,4
217,AMDA4-5300APU,1
218,AMDA4-6300APU,4
219,AMDA6-3410MXAPU,11
220,AMDA6-3670APU,1
221,AMDA6-4400MAPU,5
222,AMDA6-6310APUwithAMDRadeonR4,1
223,AMDA6-6400KAPU,1
224,AMDA6-7400KRadeonR56ComputeCores2C,4
225,AMDA8-3870APU,7
226,AMDA8-6500APU,3
227,AMDA8-7600RadeonR710ComputeCores4C,6
228,AMDA8-7650KRadeonR710ComputeCores4C,3
229,AMDA8-7670KRadeonR710ComputeCores4C,1
230,AMDA9-9425RADEONR55COMPUTECORES2C,2
231,AMDAthlon200GE,3
232,AMDAthlon3000G,14
233,AMDAthlon5150APUwithRadeonR3,4
234,AMDAthlon5350APU,3
235,AMDAthlon5350APUwithRadeonR3,7
236,AMDAthlon643500,1
237,AMDAthlon643700,1
238,AMDAthlon64X23800,3
239,AMDAthlon64X24000,1
240,AMDAthlon64X25000,1
241,AMDAthlon64X25200,1
242,AMDAthlon64X26000,6
243,AMDAthlon7750,2
244,AMDAthlonII170u,1
245,AMDAthlonIIX2215,1
246,AMDAthlonIIX2245,3
247,AMDAthlonIIX2250,5
248,AMDAthlonIIX2260,1
249,AMDAthlonIIX2270,1
250,AMDAthlonIIX24400e,1
251,AMDAthlonIIX3425,3
252,AMDAthlonIIX3450,2
253,AMDAthlonIIX4620,3
254,AMDAthlonIIX4630,7
255,AMDAthlonIIX4635,2
256,AMDAthlonIIX4640,1
257,AMDAthlonX4750KQuadCore,1
258,AMDAthlonX4845QuadCore,3
259,AMDC-60APU,2
260,AMDE-350,5
261,AMDE-450APU,1
262,AMDE1-1500APU,1
263,AMDE1-2100APU,3
264,AMDE2-1800APU,1
265,AMDEPYC7232P8-Core,123
266,AMDEPYC72518-Core,14
267,AMDEPYC72528-Core,82
268,AMDEPYC72628-Core,84
269,AMDEPYC727212-Core,110
270,AMDEPYC728116-Core,7
271,AMDEPYC728216-Core,108
272,AMDEPYC72F38-Core,78
273,AMDEPYC730216-Core,11
274,AMDEPYC7302P16-Core,109
275,AMDEPYC731316-Core,23
276,AMDEPYC734316-Core,33
277,AMDEPYC7351P16-Core,29
278,AMDEPYC735224-Core,82
279,AMDEPYC73F316-Core,74
280,AMDEPYC7401P24-Core,25
281,AMDEPYC740224-Core,15
282,AMDEPYC7402P24-Core,110
283,AMDEPYC744324-Core,30
284,AMDEPYC745232-Core,77
285,AMDEPYC745328-Core,56
286,AMDEPYC74F324-Core,81
287,AMDEPYC750232-Core,91
288,AMDEPYC7502P32-Core,110
289,AMDEPYC753232-Core,109
290,AMDEPYC754232-Core,106
291,AMDEPYC754332-Core,107
292,AMDEPYC755132-Core,95
293,AMDEPYC7551P32-Core,14
294,AMDEPYC755248-Core,105
295,AMDEPYC75F332-Core,87
296,AMDEPYC760132-Core,106
297,AMDEPYC764248-Core,114
298,AMDEPYC764348-Core,40
299,AMDEPYC766264-Core,102
300,AMDEPYC770264-Core,118
301,AMDEPYC7702P64-Core,12
302,AMDEPYC771364-Core,88
303,AMDEPYC774264-Core,75
304,AMDEPYC776364-Core,110
305,AMDEPYC7F328-Core,126
306,AMDEPYC7F5216-Core,109
307,AMDEPYC7F7224-Core,103
308,AMDFX-4100,4
309,AMDFX-4300,2
310,AMDFX-6100Six-Core,2
311,AMDFX-6300Six-Core,19
312,AMDFX-6350Six-Core,4
313,AMDFX-8120Eight-Core,7
314,AMDFX-8150Eight-Core,87
315,AMDFX-8320EEight-Core,5
316,AMDFX-8320Eight-Core,9
317,AMDFX-8350Eight-Core,35
318,AMDFX-8370EEight-Core,25
319,AMDFX-8370Eight-Core,57
320,AMDFX-9590Eight-Core,5
321,AMDG-T56N,1
322,AMDGX-424CCSOC,1
323,AMDOpteron170,2
324,AMDOpteron2356,1
325,AMDOpteron2374HE,1
326,AMDOpteron23xx,1
327,AMDOpteron4386,3
328,AMDOpteron62xxclass,1
329,AMDOpteron6348,1
330,AMDOpteron6380,4
331,AMDOpteronX3216APU,1
332,AMDPhenom8650Triple-Core,2
333,AMDPhenom9500,4
334,AMDPhenom9550,1
335,AMDPhenom9650,6
336,AMDPhenom9950,1
337,AMDPhenomIIN620,2
338,AMDPhenomIIX2555,3
339,AMDPhenomIIX2560,4
340,AMDPhenomIIX4820,1
341,AMDPhenomIIX4840,1
342,AMDPhenomIIX4940,3
343,AMDPhenomIIX4945,4
344,AMDPhenomIIX4955,12
345,AMDPhenomIIX4960T,1
346,AMDPhenomIIX4973,1
347,AMDPhenomIIX4B55,6
348,AMDPhenomIIX61035T,3
349,AMDPhenomIIX61045T,1
350,AMDPhenomIIX61055T,10
351,AMDPhenomIIX61090T,6
352,AMDRyzen31200,14
353,AMDRyzen31300X,102
354,AMDRyzen32200G,133
355,AMDRyzen32200GwithRadeonVega,11
356,AMDRyzen32200U,2
357,AMDRyzen331004-Core,40
358,AMDRyzen33200G,11
359,AMDRyzen33200U,126
360,AMDRyzen33300X4-Core,123
361,AMDRyzen3PRO4350G,9
362,AMDRyzen51400,4
363,AMDRyzen51500X,14
364,AMDRyzen51600Six-Core,24
365,AMDRyzen51600XSix-Core,27
366,AMDRyzen52400G,119
367,AMDRyzen52400GwithRadeonVega,16
368,AMDRyzen52500U,5
369,AMDRyzen52500UwithRadeonVegaMobileGfx,1
370,AMDRyzen52600Six-Core,77
371,AMDRyzen52600XSix-Core,65
372,AMDRyzen53400G,113
373,AMDRyzen53500U,8
374,AMDRyzen53500X6-Core,14
375,AMDRyzen53550H,8
376,AMDRyzen536006-Core,51
377,AMDRyzen53600X6-Core,89
378,AMDRyzen53600XT6-Core,110
379,AMDRyzen54500U,163
380,AMDRyzen55500U,91
381,AMDRyzen55600G,101
382,AMDRyzen55600X6-Core,175
383,AMDRyzen5PRO3500U,1
384,AMDRyzen5PRO4650G,22
385,AMDRyzen5PRO4650U,1
386,AMDRyzen71700Eight-Core,138
387,AMDRyzen71700XEight-Core,24
388,AMDRyzen71800XEight-Core,96
389,AMDRyzen72700Eight-Core,143
390,AMDRyzen72700XEight-Core,105
391,AMDRyzen73700X8-Core,174
392,AMDRyzen73800X8-Core,29
393,AMDRyzen73800XT8-Core,144
394,AMDRyzen74800H,9
395,AMDRyzen74800U,4
396,AMDRyzen75700G,93
397,AMDRyzen75700U,1
398,AMDRyzen75800H,3
399,AMDRyzen75800U,1
400,AMDRyzen75800X8-Core,165
401,AMDRyzen7PRO2700Uw,6
402,AMDRyzen7PRO4750G,34
403,AMDRyzen7PRO4750U,8
404,AMDRyzen93900X12-Core,186
405,AMDRyzen93900XT12-Core,183
406,AMDRyzen93950X16-Core,190
407,AMDRyzen94900HS,1
408,AMDRyzen95900HX,93
409,AMDRyzen95900X12-Core,186
410,AMDRyzen95950X16-Core,194
411,AMDRyzenThreadripper1900X8-Core,7
412,AMDRyzenThreadripper1920X12-Core,15
413,AMDRyzenThreadripper1950X16-Core,36
414,AMDRyzenThreadripper2920X12-Core,28
415,AMDRyzenThreadripper2950X16-Core,122
416,AMDRyzenThreadripper2970WX24-Core,114
417,AMDRyzenThreadripper2990WX32-Core,135
418,AMDRyzenThreadripper3960X24-Core,142
419,AMDRyzenThreadripper3970X32-Core,190
420,AMDRyzenThreadripper3990X64-Core,171
421,AMDRyzenThreadripperPRO3995WX64-Cores,2
422,AMDSempron3850APUwithRadeonR3,1
423,ARMv6-compatiblerev7,4
424,ARMv7Cortex-A158-Core,10
425,ARMv7Cortex-A534-Core,9
426,ARMv7Cortex-A724-Core,34
427,ARMv7Cortex-A74-Core,6
428,ARMv7rev02-Core,2
429,ARMv7rev04-Core,2
430,ARMv7rev10,1
431,ARMv7rev102-Core,4
432,ARMv7rev104-Core,12
433,ARMv7rev12-Core,1
434,ARMv7rev14-Core,6
435,ARMv7rev2,2
436,ARMv7rev216-Core,2
437,ARMv7rev22-Core,1
438,ARMv7rev24-Core,1
439,ARMv7rev34-Core,9
440,ARMv7rev38-Core,7
441,ARMv7rev42-Core,4
442,ARMv7rev44-Core,15
443,ARMv7rev5,1
444,ARMv7rev54-Core,12
445,ARMv7rev94-Core,1
446,ARMv8Cortex-A534-Core,14
447,ARMv8Cortex-A574-Core,11
448,ARMv8Cortex-A576-Core,1
449,ARMv8Cortex-A578-Core,2
450,ARMv8Cortex-A72,3
451,ARMv8Cortex-A7216-Core,20
452,ARMv8Cortex-A722-Core,3
453,ARMv8Cortex-A724-Core,88
454,ARMv8Cortex-A726-Core,9
455,ARMv8Cortex-A736-Core,19
456,ARMv8Cortex-A776-Core,2
457,ARMv8Neoverse-N12-Core,7
458,ARMv8Neoverse-N132-Core,7
459,ARMv8Neoverse-N14-Core,4
460,ARMv8Neoverse-N164-Core,17
461,ARMv8Neoverse-N18-Core,11
462,ARMv8rev04-Core,1
463,ARMv8rev06-Core,9
464,ARMv8rev08-Core,11
465,ARMv8rev14-Core,14
466,ARMv8rev36-Core,9
467,AmpereARMv8Neoverse-N1128-Core,1
468,AmpereARMv8Neoverse-N1256-Core,7
469,AmpereAltraARMv8Neoverse-N1160-Core,81
470,AmpereAltraARMv8Neoverse-N180-Core,1
471,AmpereeMAGARMv832-Core,52
472,C-QuadCoreC4610,1
473,ExynosARMv7rev04-Core,1
474,ExynosARMv7rev38-Core,6
475,ExynosARMv7rev42-Core,1
476,Intel0000,3
477,Intel0000%25,3
478,IntelAtomC2550,2
479,IntelAtomC2750,7
480,IntelAtomC3338,2
481,IntelAtomC3558,1
482,IntelAtomC3950,5
483,IntelAtomD525,4
484,IntelAtomE3815,3
485,IntelAtomE3825,2
486,IntelAtomE3845,10
487,IntelAtomE3950,1
488,IntelAtomN2600,8
489,IntelAtomN280,1
490,IntelAtomN2800,1
491,IntelAtomN450,1
492,IntelAtomN570,1
493,IntelAtomZ3735F,2
494,IntelAtomx5-Z8350,12
495,IntelCeleron1007U,1
496,IntelCeleron1037U,4
497,IntelCeleron2955U,1
498,IntelCeleron3205U,1
499,IntelCeleron847,1
500,IntelCeleronB830,1
501,IntelCeleronG1101,1
502,IntelCeleronG3930,1
503,IntelCeleronJ1900,16
504,IntelCeleronJ3455,19
505,IntelCeleronJ4105,2
506,IntelCeleronJ4115,1
507,IntelCeleronM900MHz,4
508,IntelCeleronN2820,7
509,IntelCeleronN2830,1
510,IntelCeleronN2840,2
511,IntelCeleronN2920,2
512,IntelCeleronN3050,22
513,IntelCeleronN3060,4
514,IntelCeleronN3150,2
515,IntelCeleronN3160,3
516,IntelCeleronN4000,2
517,IntelCeleronN4020,5
518,IntelCore26300,3
519,IntelCore26400,1
520,IntelCore2DuoE4600,1
521,IntelCore2DuoE6750,1
522,IntelCore2DuoE7400,1
523,IntelCore2DuoE7500,4
524,IntelCore2DuoE8200,3
525,IntelCore2DuoE8400,9
526,IntelCore2DuoE8500,1
527,IntelCore2DuoE8600,2
528,IntelCore2DuoP8400,2
529,IntelCore2DuoP8600,5
530,IntelCore2DuoP8700,4
531,IntelCore2DuoP9xxx,1
532,IntelCore2DuoT5250,1
533,IntelCore2DuoT6600,1
534,IntelCore2DuoT7100,10
535,IntelCore2DuoT7300,1
536,IntelCore2DuoT7500,3
537,IntelCore2DuoT7700,3
538,IntelCore2DuoT9500,4
539,IntelCore2DuoT9600,1
540,IntelCore2Quad,1
541,IntelCore2QuadQ6600,7
542,IntelCore2QuadQ8200,1
543,IntelCore2QuadQ8300,4
544,IntelCore2QuadQ8400,2
545,IntelCore2QuadQ9300,3
546,IntelCore2QuadQ9400,11
547,IntelCore2QuadQ9450,4
548,IntelCore2QuadQ9500,3
549,IntelCore2QuadQ9550,1
550,IntelCore2QuadQ9650,8
551,IntelCore2T5600,1
552,IntelCore2T7200,2
553,IntelCore870,1
554,IntelCorei3-10110U,8
555,IntelCorei3-2100,6
556,IntelCorei3-2120,31
557,IntelCorei3-2365M,1
558,IntelCorei3-3120M,6
559,IntelCorei3-3217U,7
560,IntelCorei3-3220T,2
561,IntelCorei3-4010U,3
562,IntelCorei3-4030U,1
563,IntelCorei3-4130,101
564,IntelCorei3-4150,3
565,IntelCorei3-4330TE,1
566,IntelCorei3-4370,1
567,IntelCorei3-5005U,5
568,IntelCorei3-5010U,3
569,IntelCorei3-6100,2
570,IntelCorei3-6100U,2
571,IntelCorei3-6300,2
572,IntelCorei3-7020U,4
573,IntelCorei3-7100,128
574,IntelCorei3-7350K,1
575,IntelCorei3-8100,152
576,IntelCorei3-8100T,10
577,IntelCorei3-8109U,4
578,IntelCorei3330M,2
579,IntelCorei3350M,2
580,IntelCorei3370M,12
581,IntelCorei3380M,1
582,IntelCorei3380U,4
583,IntelCorei3540,2
584,IntelCorei3550,2
585,IntelCorei5-1135G7,12
586,IntelCorei5-11600K,78
587,IntelCorei5-2320,5
588,IntelCorei5-2400,16
589,IntelCorei5-2400S,3
590,IntelCorei5-2405S,1
591,IntelCorei5-2410M,5
592,IntelCorei5-2415M,2
593,IntelCorei5-2430M,7
594,IntelCorei5-2450M,5
595,IntelCorei5-2500K,69
596,IntelCorei5-2500S,1
597,IntelCorei5-2520M,68
598,IntelCorei5-2540M,2
599,IntelCorei5-3210M,12
600,IntelCorei5-3230M,6
601,IntelCorei5-3317U,4
602,IntelCorei5-3320M,8
603,IntelCorei5-3330,3
604,IntelCorei5-3330S,1
605,IntelCorei5-3380M,1
606,IntelCorei5-3427U,3
607,IntelCorei5-3470,66
608,IntelCorei5-3570,8
609,IntelCorei5-3570K,16
610,IntelCorei5-4200M,1
611,IntelCorei5-4200U,4
612,IntelCorei5-4210U,9
613,IntelCorei5-4250U,4
614,IntelCorei5-4278U,5
615,IntelCorei5-4300M,4
616,IntelCorei5-4300U,5
617,IntelCorei5-4430,5
618,IntelCorei5-4440,8
619,IntelCorei5-4440S,10
620,IntelCorei5-4460,15
621,IntelCorei5-4570,3
622,IntelCorei5-4570S,1
623,IntelCorei5-4570T,6
624,IntelCorei5-4590,11
625,IntelCorei5-4590T,2
626,IntelCorei5-4670,114
627,IntelCorei5-4670K,13
628,IntelCorei5-4690,9
629,IntelCorei5-4690K,20
630,IntelCorei5-5200U,16
631,IntelCorei5-5300U,33
632,IntelCorei5-6200U,20
633,IntelCorei5-6260U,6
634,IntelCorei5-6300HQ,2
635,IntelCorei5-6500,145
636,IntelCorei5-6500T,6
637,IntelCorei5-6600,14
638,IntelCorei5-6600K,9
639,IntelCorei5-7200U,17
640,IntelCorei5-7260U,3
641,IntelCorei5-7300U,3
642,IntelCorei5-7500,17
643,IntelCorei5-7600K,175
644,IntelCorei5-8250U,31
645,IntelCorei5-8350U,2
646,IntelCorei5-8365UE,2
647,IntelCorei5-8600,1
648,IntelCorei5460M,5
649,IntelCorei5480M,2
650,IntelCorei5520M,9
651,IntelCorei5540M,2
652,IntelCorei5650,11
653,IntelCorei5750,1
654,IntelCorei5760,8
655,IntelCorei7,7
656,IntelCorei7-10700,1
657,IntelCorei7-11370H,2
658,IntelCorei7-1165G7,147
659,IntelCorei7-11700K,30
660,IntelCorei7-1185G7,59
661,IntelCorei7-2600,13
662,IntelCorei7-2600K,14
663,IntelCorei7-2620M,4
664,IntelCorei7-2630QM,9
665,IntelCorei7-2670QM,5
666,IntelCorei7-2677M,1
667,IntelCorei7-3517U,14
668,IntelCorei7-3520M,7
669,IntelCorei7-3540M,1
670,IntelCorei7-3610QM,2
671,IntelCorei7-3612QM,1
672,IntelCorei7-3630QM,10
673,IntelCorei7-3740QM,4
674,IntelCorei7-3770,28
675,IntelCorei7-3770K,118
676,IntelCorei7-3770S,3
677,IntelCorei7-3820,3
678,IntelCorei7-3930K,2
679,IntelCorei7-3960X,31
680,IntelCorei7-4558U,32
681,IntelCorei7-4600U,9
682,IntelCorei7-4700EQ,1
683,IntelCorei7-4700HQ,9
684,IntelCorei7-4700MQ,14
685,IntelCorei7-4702MQ,2
686,IntelCorei7-4710HQ,2
687,IntelCorei7-4710MQ,1
688,IntelCorei7-4712HQ,2
689,IntelCorei7-4750HQ,1
690,IntelCorei7-4770,10
691,IntelCorei7-4770K,149
692,IntelCorei7-4770R,2
693,IntelCorei7-4770S,6
694,IntelCorei7-4790,12
695,IntelCorei7-4790K,89
696,IntelCorei7-4800MQ,2
697,IntelCorei7-4810MQ,3
698,IntelCorei7-4870HQ,1
699,IntelCorei7-4900MQ,3
700,IntelCorei7-4930K,8
701,IntelCorei7-4960X,124
702,IntelCorei7-5500U,4
703,IntelCorei7-5557U,12
704,IntelCorei7-5600U,103
705,IntelCorei7-5775C,93
706,IntelCorei7-5820K,14
707,IntelCorei7-5930K,7
708,IntelCorei7-5960X,94
709,IntelCorei7-6700,11
710,IntelCorei7-6700HQ,60
711,IntelCorei7-6700K,24
712,IntelCorei7-6700T,3
713,IntelCorei7-6770HQ,3
714,IntelCorei7-6800K,105
715,IntelCorei7-6820HK,1
716,IntelCorei7-6820HQ,35
717,IntelCorei7-6850K,1
718,IntelCorei7-6950X,2
719,IntelCorei7-7500U,18
720,IntelCorei7-7567U,5
721,IntelCorei7-7600U,9
722,IntelCorei7-7700,24
723,IntelCorei7-7700HQ,13
724,IntelCorei7-7700K,151
725,IntelCorei7-7700T,9
726,IntelCorei7-7740K,79
727,IntelCorei7-7800X,10
728,IntelCorei7-7820HQ,1
729,IntelCorei7-7820X,7
730,IntelCorei7-7900X,88
731,IntelCorei7-8550U,148
732,IntelCorei7-8559U,1
733,IntelCorei7-8700K,173
734,IntelCorei7-8809G,2
735,IntelCorei7-9700K,18
736,IntelCorei7620M,1
737,IntelCorei7720Q,25
738,IntelCorei7740Q,4
739,IntelCorei7860,4
740,IntelCorei7870,2
741,IntelCorei7920,16
742,IntelCorei7930,6
743,IntelCorei7950,10
744,IntelCorei7960,3
745,IntelCorei7980X,1
746,IntelCorei7990X,41
747,IntelCorei9-11900K,161
748,IntelCorei9-7900X,7
749,IntelCorei9-7920X,6
750,IntelCorei9-7940X,3
751,IntelCorei9-7960X,67
752,IntelCorei9-7980XE,145
753,IntelCorei9-8950HK,5
754,IntelCorei9-9820X,9
755,IntelCorem3-6Y30,1
756,IntelCorem3-7Y30,5
757,IntelPentium1403v2,1
758,IntelPentium42.66GHz,2
759,IntelPentium42.80GHz,2
760,IntelPentium43.20GHz,4
761,IntelPentiumB960,1
762,IntelPentiumD1517,2
763,IntelPentiumD1519,1
764,IntelPentiumD2.80GHz,3
765,IntelPentiumD3.20GHz,1
766,IntelPentiumDualE2160,3
767,IntelPentiumDualE2180,3
768,IntelPentiumDualE2200,3
769,IntelPentiumDualE2220,6
770,IntelPentiumDualT2370,2
771,IntelPentiumDualT3200,1
772,IntelPentiumE5200,2
773,IntelPentiumE5300,1
774,IntelPentiumE5400,1
775,IntelPentiumE5500,2
776,IntelPentiumG2030,3
777,IntelPentiumG3220,8
778,IntelPentiumG3240,1
779,IntelPentiumG3260,7
780,IntelPentiumG4400,19
781,IntelPentiumG4560,10
782,IntelPentiumG4600,8
783,IntelPentiumG620,1
784,IntelPentiumG630,2
785,IntelPentiumG645,2
786,IntelPentiumN3540,1
787,IntelPentiumN3700,2
788,IntelPentiumN3710,3
789,IntelPentiumN4200,2
790,IntelPentiumSilverJ5005,7
791,IntelPentiumSilverJ5040,2
792,IntelPentiumT4500,1
793,IntelU7300,2
794,IntelXeon5110,1
795,IntelXeonD-1521,3
796,IntelXeonD-1527,2
797,IntelXeonD-2146NT,1
798,IntelXeonD-2191,2
799,IntelXeonE3-1220V2,1
800,IntelXeonE3-1220v3,5
801,IntelXeonE3-1220v5,3
802,IntelXeonE3-1225v3,1
803,IntelXeonE3-1225v5,1
804,IntelXeonE3-1225v6,12
805,IntelXeonE3-1230V2,8
806,IntelXeonE3-1230v3,1
807,IntelXeonE3-1230v5,2
808,IntelXeonE3-1231v3,77
809,IntelXeonE3-1235Lv5,132
810,IntelXeonE3-1240V2,3
811,IntelXeonE3-1240v3,2
