,Test Mean Absolute Error (Lower is better),Architecture,Algorithm
131,[0.08856737],westmere,LR
132,[0.08598115],westmere,LR
133,[0.11310986],westmere,LR
134,[0.0820638],westmere,LR
135,[0.09095593],westmere,LR
136,[0.09751009],westmere,LR
137,[0.08892951],westmere,LR
138,[0.08970207],westmere,LR
139,[0.08891341],westmere,LR
140,[0.21163376],westmere,LR
141,[0.18954935],westmere,LR
142,[0.21003911],westmere,LR
143,[0.19528369],westmere,LR
144,[0.22055571],westmere,LR
145,[0.20810723],westmere,LR
146,[0.19383695],westmere,LR
147,[0.1926246],westmere,LR
148,[0.22258872],westmere,LR
149,[0.20148227],westmere,LR
150,[0.19972096],westmere,LR
151,[0.20803831],westmere,LR
152,[0.19673598],westmere,LR
153,[0.21541607],westmere,LR
154,[0.2130587],westmere,LR
155,[0.1894134],westmere,LR
156,[0.19375202],westmere,LR
157,[0.19283438],westmere,LR
158,[0.20380202],westmere,LR
159,[0.2077311],westmere,LR
160,[0.10228474],westmere,LR
161,[0.11086771],westmere,LR
162,[0.11760256],westmere,LR
163,[0.10148884],westmere,LR
164,[0.110742],westmere,LR
165,[0.10500036],westmere,LR
166,[0.10393084],westmere,LR
167,[0.10940088],westmere,LR
168,[0.12415658],westmere,LR
169,[0.09959785],westmere,LR
170,[0.12623857],westmere,LR
171,[0.11144014],westmere,LR
172,[0.10449012],westmere,LR
173,[0.10849736],westmere,LR
174,[0.11970555],westmere,LR
175,[0.11988074],westmere,LR
176,[0.1100035],westmere,LR
177,[0.09948476],westmere,LR
178,[0.10307326],westmere,LR
179,[0.11316979],westmere,LR
180,[0.10378539],westmere,LR
181,[0.09958812],westmere,LR
182,[0.09951113],westmere,LR
183,[0.08422735],westmere,LR
184,[0.09389564],westmere,LR
185,[0.08985982],westmere,LR
186,[0.09510141],westmere,LR
187,[0.09158828],westmere,LR
188,[0.08973344],westmere,LR
189,[0.09462243],westmere,LR
190,[0.09298312],westmere,LR
191,[0.08865595],westmere,LR
192,[0.08743724],westmere,LR
193,[0.08500876],westmere,LR
194,[0.09569812],westmere,LR
195,[0.09340786],westmere,LR
196,[0.09134348],westmere,LR
197,[0.09495229],westmere,LR
198,[0.08144474],westmere,LR
199,[0.08995907],westmere,LR
200,[0.13655455],westmere,LR
201,[0.14039307],westmere,LR
202,[0.15191634],westmere,LR
203,[0.14612418],westmere,LR
204,[0.14620075],westmere,LR
205,[0.13154203],westmere,LR
206,[0.1298218],westmere,LR
207,[0.14417023],westmere,LR
208,[0.1442026],westmere,LR
209,[0.14014521],westmere,LR
210,[0.14371571],westmere,LR
211,[0.14296341],westmere,LR
212,[0.14458943],westmere,LR
213,[0.13544745],westmere,LR
214,[0.15700981],westmere,LR
215,[0.14026537],westmere,LR
216,[0.13795649],westmere,LR
217,[0.13264587],westmere,LR
218,[0.13697432],westmere,LR
219,[0.1397151],westmere,LR
220,[0.06197316],westmere,LR
221,[0.07648895],westmere,LR
222,[0.06267196],westmere,LR
223,[0.06057281],westmere,LR
224,[0.06871451],westmere,LR
225,[0.07894659],westmere,LR
226,[0.07173429],westmere,LR
227,[0.0748133],westmere,LR
228,[0.07015472],westmere,LR
229,[0.06722148],westmere,LR
230,[0.08540038],westmere,LR
231,[0.07205286],westmere,LR
232,[0.07529073],westmere,LR
233,[0.08109803],westmere,LR
234,[0.07210361],westmere,LR
235,[0.07267212],westmere,LR
236,[0.06665274],westmere,LR
237,[0.07406255],westmere,LR
238,[0.08406443],westmere,LR
239,[0.07151392],westmere,LR
240,[0.18946186],westmere,LR
241,[0.18678177],westmere,LR
242,[0.17456992],westmere,LR
243,[0.19003048],westmere,LR
244,[0.17496205],westmere,LR
245,[0.16878238],westmere,LR
246,[0.17206347],westmere,LR
247,[0.16347374],westmere,LR
248,[0.19217459],westmere,LR
249,[0.17327175],westmere,LR
250,[0.18826525],westmere,LR
251,[0.17991681],westmere,LR
252,[0.18078585],westmere,LR
253,[0.19045565],westmere,LR
254,[0.19279573],westmere,LR
255,[0.18293836],westmere,LR
256,[0.16661901],westmere,LR
257,[0.17705794],westmere,LR
258,[0.17528142],westmere,LR
259,[0.19177699],westmere,LR
260,[0.11047787],westmere,LR
261,[0.11546659],westmere,LR
262,[0.10389831],westmere,LR
263,[0.11392201],westmere,LR
264,[0.09232174],westmere,LR
265,[0.1007728],westmere,LR
266,[0.10312585],westmere,LR
267,[0.09886546],westmere,LR
268,[0.09837682],westmere,LR
269,[0.10926013],westmere,LR
270,[0.10414392],westmere,LR
271,[0.09365132],westmere,LR
272,[0.1033732],westmere,LR
273,[0.10240173],westmere,LR
274,[0.10384778],westmere,LR
275,[0.10404805],westmere,LR
276,[0.11358518],westmere,LR
277,[0.10286194],westmere,LR
278,[0.11889931],westmere,LR
279,[0.10384046],westmere,LR
280,[0.07350378],westmere,LR
281,[0.06894924],westmere,LR
282,[0.07347609],westmere,LR
283,[0.06266901],westmere,LR
284,[0.05152488],westmere,LR
285,[0.05129808],westmere,LR
286,[0.05744567],westmere,LR
287,[0.05962442],westmere,LR
288,[0.06313084],westmere,LR
289,[0.06290288],westmere,LR
290,[0.06095853],westmere,LR
291,[0.05694559],westmere,LR
292,[0.06408082],westmere,LR
293,[0.06130931],westmere,LR
294,[0.05380675],westmere,LR
295,[0.06678826],westmere,LR
296,[0.05090306],westmere,LR
297,[0.05458397],westmere,LR
298,[0.06336],westmere,LR
299,[0.06373152],westmere,LR
300,[0.07482795],westmere,LR
301,[0.07221932],westmere,LR
302,[0.0621172],westmere,LR
303,[0.06899571],westmere,LR
304,[0.0699763],westmere,LR
305,[0.06421816],westmere,LR
306,[0.07669126],westmere,LR
307,[0.07989171],westmere,LR
308,[0.062257],westmere,LR
309,[0.06775771],westmere,LR
310,[0.07194762],westmere,LR
311,[0.06388706],westmere,LR
312,[0.06082512],westmere,LR
313,[0.08365234],westmere,LR
314,[0.07140523],westmere,LR
315,[0.06166306],westmere,LR
316,[0.0600209],westmere,LR
317,[0.07130845],westmere,LR
318,[0.07015381],westmere,LR
319,[0.06249848],westmere,LR
320,[0.06847272],westmere,LR
321,[0.07142511],westmere,LR
322,[0.07293021],westmere,LR
323,[0.06406844],westmere,LR
324,[0.06464616],westmere,LR
325,[0.07130002],westmere,LR
326,[0.07372822],westmere,LR
327,[0.07183647],westmere,LR
328,[0.07442129],westmere,LR
329,[0.07516359],westmere,LR
330,[0.07976962],westmere,LR
331,[0.06829178],westmere,LR
332,[0.06977445],westmere,LR
333,[0.07065193],westmere,LR
334,[0.0707997],westmere,LR
335,[0.06061153],westmere,LR
336,[0.07544142],westmere,LR
337,[0.08315695],westmere,LR
338,[0.0707461],westmere,LR
339,[0.06714128],westmere,LR
340,[0.07804719],westmere,LR
341,[0.07625109],westmere,LR
342,[0.07939859],westmere,LR
343,[0.07905104],westmere,LR
344,[0.07233004],westmere,LR
345,[0.08146426],westmere,LR
346,[0.07945678],westmere,LR
347,[0.08249146],westmere,LR
348,[0.08080908],westmere,LR
349,[0.06933323],westmere,LR
350,[0.08702678],westmere,LR
351,[0.07627272],westmere,LR
352,[0.07636347],westmere,LR
353,[0.07817999],westmere,LR
354,[0.07843668],westmere,LR
355,[0.07854892],westmere,LR
356,[0.07737274],westmere,LR
357,[0.07892432],westmere,LR
358,[0.07695282],westmere,LR
359,[0.08236419],westmere,LR
360,[0.07607038],westmere,LR
361,[0.07453427],westmere,LR
362,[0.07514505],westmere,LR
363,[0.07759956],westmere,LR
364,[0.07597437],westmere,LR
365,[0.08001075],westmere,LR
366,[0.08371031],westmere,LR
367,[0.0820356],westmere,LR
368,[0.09138101],westmere,LR
369,[0.08074884],westmere,LR
370,[0.08291129],westmere,LR
371,[0.07380995],westmere,LR
372,[0.0737745],westmere,LR
373,[0.08339906],westmere,LR
374,[0.08194972],westmere,LR
375,[0.08244122],westmere,LR
376,[0.08057653],westmere,LR
377,[0.07187118],westmere,LR
378,[0.09034802],westmere,LR
379,[0.07854922],westmere,LR
380,[0.08410662],westmere,LR
381,[0.07160141],westmere,LR
382,[0.07844821],westmere,LR
383,[0.07583943],westmere,LR
384,[0.07201425],westmere,LR
385,[0.08527312],westmere,LR
386,[0.08271052],westmere,LR
387,[0.07436674],westmere,LR
388,[0.08776133],westmere,LR
389,[0.09000058],westmere,LR
390,[0.08136532],westmere,LR
391,[0.06770428],westmere,LR
392,[0.07376719],westmere,LR
393,[0.08006365],westmere,LR
394,[0.08321583],westmere,LR
395,[0.07751684],westmere,LR
396,[0.07615128],westmere,LR
397,[0.08059564],westmere,LR
398,[0.07060813],westmere,LR
399,[0.07236004],westmere,LR
400,[0.07910623],westmere,LR
401,[0.07743084],westmere,LR
402,[0.07348811],westmere,LR
403,[0.07546654],westmere,LR
404,[0.07606468],westmere,LR
405,[0.07277568],westmere,LR
406,[0.07360231],westmere,LR
407,[0.07304708],westmere,LR
408,[0.07378426],westmere,LR
409,[0.07710937],westmere,LR
410,[0.07125011],westmere,LR
411,[0.07637857],westmere,LR
412,[0.08189764],westmere,LR
413,[0.0820396],westmere,LR
414,[0.08356504],westmere,LR
415,[0.07433029],westmere,LR
416,[0.07397155],westmere,LR
417,[0.07501039],westmere,LR
418,[0.08315612],westmere,LR
419,[0.07638308],westmere,LR
420,[0.07736031],westmere,LR
421,[0.0919411],westmere,LR
422,[0.07425071],westmere,LR
423,[0.07877879],westmere,LR
424,[0.08126818],westmere,LR
425,[0.07623008],westmere,LR
426,[0.08005043],westmere,LR
427,[0.08159459],westmere,LR
428,[0.0856849],westmere,LR
429,[0.08437905],westmere,LR
430,[0.08629632],westmere,LR
431,[0.07546088],westmere,LR
432,[0.08785799],westmere,LR
433,[0.07676363],westmere,LR
434,[0.07222355],westmere,LR
435,[0.08597119],westmere,LR
436,[0.08756129],westmere,LR
437,[0.0801744],westmere,LR
438,[0.08705689],westmere,LR
439,[0.07785209],westmere,LR
440,[0.12556885],westmere,LR
441,[0.15399732],westmere,LR
442,[0.13608657],westmere,LR
443,[0.14225253],westmere,LR
444,[0.13450534],westmere,LR
445,[0.13170064],westmere,LR
446,[0.12321534],westmere,LR
447,[0.12704027],westmere,LR
448,[0.12202907],westmere,LR
449,[0.12938238],westmere,LR
450,[0.12228281],westmere,LR
451,[0.14425103],westmere,LR
452,[0.13366919],westmere,LR
453,[0.14063764],westmere,LR
454,[0.12466309],westmere,LR
455,[0.1299225],westmere,LR
456,[0.12812496],westmere,LR
457,[0.13041616],westmere,LR
458,[0.13076487],westmere,LR
459,[0.14007765],westmere,LR
460,[0.36035041],westmere,LR
461,[0.37010592],westmere,LR
462,[0.34391194],westmere,LR
463,[0.36575851],westmere,LR
464,[0.39214751],westmere,LR
465,[0.36576358],westmere,LR
466,[0.34111416],westmere,LR
467,[0.35059759],westmere,LR
468,[0.36977012],westmere,LR
469,[0.34854516],westmere,LR
470,[0.35292565],westmere,LR
471,[0.37005778],westmere,LR
472,[0.36057039],westmere,LR
473,[0.34224198],westmere,LR
474,[0.36627987],westmere,LR
475,[0.38277632],westmere,LR
476,[0.36313058],westmere,LR
477,[0.36550823],westmere,LR
478,[0.37453655],westmere,LR
479,[0.38834181],westmere,LR
480,[0.35536845],westmere,LR
481,[0.39653401],westmere,LR
482,[0.37862298],westmere,LR
483,[0.37627259],westmere,LR
484,[0.37051198],westmere,LR
485,[0.36470183],westmere,LR
486,[0.38382977],westmere,LR
487,[0.36899526],westmere,LR
488,[0.35259201],westmere,LR
489,[0.37289906],westmere,LR
490,[0.3705162],westmere,LR
491,[0.37020454],westmere,LR
492,[0.41104704],westmere,LR
493,[0.37863569],westmere,LR
494,[0.38708997],westmere,LR
495,[0.342467],westmere,LR
496,[0.38449933],westmere,LR
497,[0.38032001],westmere,LR
498,[0.36864332],westmere,LR
499,[0.35468891],westmere,LR
500,[0.3673078],westmere,LR
501,[0.37770385],westmere,LR
502,[0.4114129],westmere,LR
503,[0.36849374],westmere,LR
504,[0.38223512],westmere,LR
505,[0.36224995],westmere,LR
506,[0.36743318],westmere,LR
507,[0.35442623],westmere,LR
508,[0.37161782],westmere,LR
509,[0.38279151],westmere,LR
510,[0.37630114],westmere,LR
511,[0.39242308],westmere,LR
512,[0.38893745],westmere,LR
513,[0.38649289],westmere,LR
514,[0.35605018],westmere,LR
515,[0.39982451],westmere,LR
516,[0.34094475],westmere,LR
517,[0.3736797],westmere,LR
518,[0.34960605],westmere,LR
519,[0.37487474],westmere,LR
520,[0.38134471],westmere,LR
521,[0.38134915],westmere,LR
522,[0.37067142],westmere,LR
523,[0.35990931],westmere,LR
524,[0.35564496],westmere,LR
525,[0.36900793],westmere,LR
526,[0.36757845],westmere,LR
527,[0.37635329],westmere,LR
528,[0.37666748],westmere,LR
529,[0.33456653],westmere,LR
530,[0.36508643],westmere,LR
531,[0.35928303],westmere,LR
532,[0.36490786],westmere,LR
533,[0.37738447],westmere,LR
534,[0.35157583],westmere,LR
535,[0.35860965],westmere,LR
536,[0.36982753],westmere,LR
537,[0.35980034],westmere,LR
538,[0.37317327],westmere,LR
539,[0.39518055],westmere,LR
540,[0.39819804],haswell,LR
541,[0.39613058],haswell,LR
542,[0.38792691],haswell,LR
543,[0.38796771],haswell,LR
544,[0.40070414],haswell,LR
545,[0.39558641],haswell,LR
546,[0.38824447],haswell,LR
547,[0.4072264],haswell,LR
548,[0.39592276],haswell,LR
549,[0.39178621],haswell,LR
550,[0.39186659],haswell,LR
551,[0.39615584],haswell,LR
552,[0.43627358],haswell,LR
553,[0.40395767],haswell,LR
554,[0.43301601],haswell,LR
555,[0.38916808],haswell,LR
556,[0.40298433],haswell,LR
557,[0.4067504],haswell,LR
558,[0.44945762],haswell,LR
559,[0.39212934],haswell,LR
560,[0.16374861],haswell,LR
561,[0.16261234],haswell,LR
562,[0.17227319],haswell,LR
563,[0.16684618],haswell,LR
564,[0.21587743],haswell,LR
565,[0.22006935],haswell,LR
566,[0.1598367],haswell,LR
567,[0.1678148],haswell,LR
568,[0.16342121],haswell,LR
569,[0.16355753],haswell,LR
570,[0.16789674],haswell,LR
571,[0.16279334],haswell,LR
572,[0.17014169],haswell,LR
573,[0.16179819],haswell,LR
574,[0.16452903],haswell,LR
575,[0.16911289],haswell,LR
576,[0.16333182],haswell,LR
577,[0.16183769],haswell,LR
578,[0.16115881],haswell,LR
579,[0.16091599],haswell,LR
580,[0.18341218],haswell,LR
581,[0.18683479],haswell,LR
582,[0.18768571],haswell,LR
583,[0.19009169],haswell,LR
584,[0.23372035],haswell,LR
585,[0.19214355],haswell,LR
586,[0.18578625],haswell,LR
587,[0.18621747],haswell,LR
588,[0.2376068],haswell,LR
589,[0.19482852],haswell,LR
590,[0.19080102],haswell,LR
591,[0.18132448],haswell,LR
592,[0.20140051],haswell,LR
593,[0.1926171],haswell,LR
594,[0.23245256],haswell,LR
595,[0.18562395],haswell,LR
596,[0.18472063],haswell,LR
597,[0.18999074],haswell,LR
598,[0.18591857],haswell,LR
599,[0.20291798],haswell,LR
600,[0.33110039],haswell,LR
601,[0.31475173],haswell,LR
602,[0.3636524],haswell,LR
603,[0.35786979],haswell,LR
604,[0.34620945],haswell,LR
605,[0.33561981],haswell,LR
606,[0.37268101],haswell,LR
607,[0.33451887],haswell,LR
608,[0.34378399],haswell,LR
609,[0.34608071],haswell,LR
610,[0.33486328],haswell,LR
611,[0.33515958],haswell,LR
612,[0.33995948],haswell,LR
613,[0.35291145],haswell,LR
614,[0.33499705],haswell,LR
615,[0.37733349],haswell,LR
616,[0.34059648],haswell,LR
617,[0.34122847],haswell,LR
618,[0.33222972],haswell,LR
619,[0.32815102],haswell,LR
620,[0.32133574],haswell,LR
621,[0.31107927],haswell,LR
622,[0.33709689],haswell,LR
623,[0.31856013],haswell,LR
624,[0.30731741],haswell,LR
625,[0.33309114],haswell,LR
626,[0.34133373],haswell,LR
627,[0.31551209],haswell,LR
628,[0.31527699],haswell,LR
629,[0.32759157],haswell,LR
630,[0.32080888],haswell,LR
631,[0.33019527],haswell,LR
632,[0.32892019],haswell,LR
633,[0.31403321],haswell,LR
634,[0.32752072],haswell,LR
635,[0.32445847],haswell,LR
636,[0.322055],haswell,LR
637,[0.30610834],haswell,LR
638,[0.32427958],haswell,LR
639,[0.33265106],haswell,LR
640,[0.31876498],haswell,LR
641,[0.31656161],haswell,LR
642,[0.31323484],haswell,LR
643,[0.31991408],haswell,LR
644,[0.32649827],haswell,LR
645,[0.3274857],haswell,LR
646,[0.35428347],haswell,LR
647,[0.32754951],haswell,LR
648,[0.32769167],haswell,LR
649,[0.31782255],haswell,LR
650,[0.31750704],haswell,LR
651,[0.31659052],haswell,LR
652,[0.35840078],haswell,LR
653,[0.32434844],haswell,LR
654,[0.32607958],haswell,LR
655,[0.31133597],haswell,LR
656,[0.32139159],haswell,LR
657,[0.30782967],haswell,LR
658,[0.30166846],haswell,LR
659,[0.31643548],haswell,LR
660,[0.33254441],haswell,LR
661,[0.33483612],haswell,LR
662,[0.324097],haswell,LR
663,[0.33934012],haswell,LR
664,[0.33735418],haswell,LR
665,[0.32917808],haswell,LR
666,[0.33403583],haswell,LR
667,[0.33098623],haswell,LR
668,[0.33194616],haswell,LR
669,[0.32388613],haswell,LR
670,[0.31753947],haswell,LR
671,[0.31994056],haswell,LR
672,[0.3365165],haswell,LR
673,[0.31538519],haswell,LR
674,[0.34334614],haswell,LR
675,[0.32531306],haswell,LR
676,[0.32465056],haswell,LR
677,[0.34787506],haswell,LR
678,[0.33543068],haswell,LR
679,[0.30661885],haswell,LR
680,[0.3476089],haswell,LR
681,[0.35905747],haswell,LR
682,[0.33813336],haswell,LR
683,[0.39254188],haswell,LR
684,[0.36914293],haswell,LR
685,[0.34801367],haswell,LR
686,[0.34802145],haswell,LR
687,[0.3504098],haswell,LR
688,[0.37284241],haswell,LR
689,[0.348707],haswell,LR
690,[0.33943877],haswell,LR
691,[0.38486247],haswell,LR
692,[0.33810166],haswell,LR
693,[0.33770742],haswell,LR
694,[0.33209446],haswell,LR
695,[0.35385333],haswell,LR
696,[0.35979649],haswell,LR
697,[0.36513295],haswell,LR
698,[0.3463203],haswell,LR
699,[0.35789533],haswell,LR
700,[0.29502699],haswell,LR
701,[0.32402737],haswell,LR
702,[0.33750785],haswell,LR
703,[0.30960515],haswell,LR
704,[0.3212197],haswell,LR
705,[0.29977119],haswell,LR
706,[0.30674534],haswell,LR
707,[0.32477049],haswell,LR
708,[0.30786834],haswell,LR
709,[0.30919183],haswell,LR
710,[0.30577778],haswell,LR
711,[0.31392774],haswell,LR
712,[0.31506536],haswell,LR
713,[0.33172042],haswell,LR
714,[0.3064722],haswell,LR
715,[0.32016368],haswell,LR
716,[0.30557469],haswell,LR
717,[0.30460293],haswell,LR
718,[0.30128115],haswell,LR
719,[0.34680138],haswell,LR
720,[0.31206979],haswell,LR
721,[0.31345588],haswell,LR
722,[0.31832365],haswell,LR
723,[0.32183401],haswell,LR
724,[0.31697346],haswell,LR
725,[0.33883477],haswell,LR
726,[0.32686641],haswell,LR
727,[0.33805228],haswell,LR
728,[0.32405355],haswell,LR
729,[0.31001103],haswell,LR
730,[0.34693668],haswell,LR
731,[0.32678622],haswell,LR
732,[0.3244779],haswell,LR
733,[0.30642227],haswell,LR
734,[0.33330686],haswell,LR
735,[0.35673949],haswell,LR
736,[0.32728278],haswell,LR
737,[0.30694352],haswell,LR
738,[0.36547573],haswell,LR
739,[0.36216275],haswell,LR
740,[0.34735501],haswell,LR
741,[0.35746156],haswell,LR
742,[0.3620979],haswell,LR
743,[0.37683401],haswell,LR
744,[0.35613806],haswell,LR
745,[0.35575724],haswell,LR
746,[0.34449616],haswell,LR
747,[0.37459202],haswell,LR
748,[0.37551543],haswell,LR
749,[0.33903196],haswell,LR
750,[0.34450073],haswell,LR
751,[0.36727187],haswell,LR
752,[0.36552866],haswell,LR
753,[0.35862764],haswell,LR
754,[0.33088641],haswell,LR
755,[0.35052423],haswell,LR
756,[0.35293527],haswell,LR
757,[0.35523662],haswell,LR
758,[0.36480324],haswell,LR
759,[0.3509522],haswell,LR
760,[0.33397685],haswell,LR
761,[0.35775552],haswell,LR
762,[0.37434134],haswell,LR
763,[0.34728666],haswell,LR
764,[0.34495381],haswell,LR
765,[0.34584944],haswell,LR
766,[0.34735992],haswell,LR
767,[0.34962468],haswell,LR
768,[0.35101737],haswell,LR
769,[0.3625107],haswell,LR
770,[0.34315231],haswell,LR
771,[0.34340448],haswell,LR
772,[0.35095315],haswell,LR
773,[0.34097904],haswell,LR
774,[0.33388574],haswell,LR
775,[0.33822231],haswell,LR
776,[0.33460734],haswell,LR
777,[0.33747604],haswell,LR
778,[0.35006044],haswell,LR
779,[0.36027746],haswell,LR
780,[0.31900394],haswell,LR
781,[0.31279945],haswell,LR
782,[0.32424821],haswell,LR
783,[0.32840142],haswell,LR
784,[0.31687707],haswell,LR
785,[0.32820832],haswell,LR
786,[0.32759249],haswell,LR
787,[0.30819281],haswell,LR
788,[0.31741384],haswell,LR
789,[0.3172469],haswell,LR
790,[0.32064493],haswell,LR
791,[0.32082039],haswell,LR
792,[0.31244477],haswell,LR
793,[0.31418819],haswell,LR
794,[0.32042244],haswell,LR
795,[0.32085631],haswell,LR
796,[0.31486377],haswell,LR
797,[0.32456243],haswell,LR
798,[0.31558295],haswell,LR
799,[0.31623552],haswell,LR
800,[0.30845034],haswell,LR
801,[0.31643194],haswell,LR
802,[0.33958256],haswell,LR
803,[0.33211243],haswell,LR
804,[0.31328729],haswell,LR
805,[0.31360407],haswell,LR
806,[0.31669382],haswell,LR
807,[0.32871005],haswell,LR
808,[0.31576992],haswell,LR
809,[0.32498592],haswell,LR
810,[0.35467134],haswell,LR
811,[0.32166763],haswell,LR
812,[0.31686711],haswell,LR
813,[0.31211976],haswell,LR
814,[0.32648866],haswell,LR
815,[0.31615393],haswell,LR
816,[0.30810599],haswell,LR
817,[0.33242514],haswell,LR
818,[0.32465782],haswell,LR
819,[0.329705],haswell,LR
820,[0.32822705],haswell,LR
821,[0.32107058],haswell,LR
822,[0.32080661],haswell,LR
823,[0.30808055],haswell,LR
824,[0.30437706],haswell,LR
825,[0.32411137],haswell,LR
826,[0.32743995],haswell,LR
827,[0.32332784],haswell,LR
828,[0.32714654],haswell,LR
829,[0.35687096],haswell,LR
830,[0.3219268],haswell,LR
831,[0.31491903],haswell,LR
832,[0.31098344],haswell,LR
833,[0.33391351],haswell,LR
834,[0.32773246],haswell,LR
835,[0.3615838],haswell,LR
836,[0.31622569],haswell,LR
837,[0.31442218],haswell,LR
838,[0.32950485],haswell,LR
839,[0.31293378],haswell,LR
840,[0.32630757],haswell,LR
841,[0.3290697],haswell,LR
842,[0.33700307],haswell,LR
843,[0.33137944],haswell,LR
844,[0.32838933],haswell,LR
845,[0.31564491],haswell,LR
846,[0.33718557],haswell,LR
847,[0.31619558],haswell,LR
848,[0.32081669],haswell,LR
849,[0.32319342],haswell,LR
850,[0.33742716],haswell,LR
851,[0.33668397],haswell,LR
852,[0.33781491],haswell,LR
853,[0.33667287],haswell,LR
854,[0.33285277],haswell,LR
855,[0.3241349],haswell,LR
856,[0.33281137],haswell,LR
857,[0.35664148],haswell,LR
858,[0.32737812],haswell,LR
859,[0.33888148],haswell,LR
860,[0.31299197],haswell,LR
861,[0.31985217],haswell,LR
862,[0.31783819],haswell,LR
863,[0.3472513],haswell,LR
864,[0.31832871],haswell,LR
865,[0.31459334],haswell,LR
866,[0.32042562],haswell,LR
867,[0.30709109],haswell,LR
868,[0.31603817],haswell,LR
869,[0.31942443],haswell,LR
870,[0.32112156],haswell,LR
