,Test Mean Absolute Error (Lower is better),Architecture,Algorithm
13997,[0.12755242],Avg,DT
13998,[0.09575869],Avg,DT
13999,[0.10693997],Avg,DT
14000,[0.12245835],Avg,DT
14001,[0.09111238],Avg,DT
14002,[0.13795447],Avg,DT
14003,[0.17408364],Avg,DT
14004,[0.13084438],Avg,DT
14005,[0.1381409],Avg,DT
14006,[0.12039871],Avg,DT
14007,[0.17485684],Avg,DT
14008,[0.13361957],Avg,DT
14009,[0.15077925],Avg,DT
14010,[0.13444232],Avg,DT
14011,[0.13874712],Avg,DT
14012,[0.11973097],Avg,DT
14013,[0.13332155],Avg,DT
14014,[0.13397581],Avg,DT
14015,[0.13659073],Avg,DT
14016,[0.12474171],Avg,DT
14017,[0.12837989],Avg,DT
14018,[0.14674012],Avg,DT
14019,[0.15416598],Avg,DT
14020,[0.13034534],Avg,DT
14021,[0.14686742],Avg,DT
14022,[0.09267763],Avg,DT
14023,[0.09642736],Avg,DT
14024,[0.10158057],Avg,DT
14025,[0.13118391],Avg,DT
14026,[0.09704937],Avg,DT
14027,[0.09939929],Avg,DT
14028,[0.09214485],Avg,DT
14029,[0.11148559],Avg,DT
14030,[0.09749268],Avg,DT
14031,[0.11522347],Avg,DT
14032,[0.09192257],Avg,DT
14033,[0.09839468],Avg,DT
14034,[0.12721821],Avg,DT
14035,[0.09471516],Avg,DT
14036,[0.09511024],Avg,DT
14037,[0.12526117],Avg,DT
14038,[0.08550715],Avg,DT
14039,[0.09466856],Avg,DT
14040,[0.09260999],Avg,DT
14041,[0.12801861],Avg,DT
14042,[0.10012139],Avg,DT
14043,[0.09019937],Avg,DT
14044,[0.09035186],Avg,DT
14045,[0.08717777],Avg,DT
14046,[0.08222319],Avg,DT
14047,[0.13362968],Avg,DT
14048,[0.08168033],Avg,DT
14049,[0.08226422],Avg,DT
14050,[0.12099496],Avg,DT
14051,[0.08445254],Avg,DT
14052,[0.08764248],Avg,DT
14053,[0.08769232],Avg,DT
14054,[0.09297093],Avg,DT
14055,[0.09545344],Avg,DT
14056,[0.08876213],Avg,DT
14057,[0.12231881],Avg,DT
14058,[0.16727744],Avg,DT
14059,[0.08747306],Avg,DT
14060,[0.12451611],Avg,DT
14061,[0.09150622],Avg,DT
14062,[0.10036086],Avg,DT
14063,[0.12927891],Avg,DT
14064,[0.097099],Avg,DT
14065,[0.12076423],Avg,DT
14066,[0.13820979],Avg,DT
14067,[0.09112118],Avg,DT
14068,[0.08884608],Avg,DT
14069,[0.10315798],Avg,DT
14070,[0.09844036],Avg,DT
14071,[0.08406998],Avg,DT
14072,[0.12567001],Avg,DT
14073,[0.09170674],Avg,DT
14074,[0.09463367],Avg,DT
14075,[0.10464044],Avg,DT
14076,[0.12085841],Avg,DT
14077,[0.09604159],Avg,DT
14078,[0.10233914],Avg,DT
14079,[0.09369074],Avg,DT
14080,[0.12912199],Avg,DT
14081,[0.13094661],Avg,DT
14082,[0.1068032],Avg,DT
14083,[0.1050281],Avg,DT
14084,[0.12474635],Avg,DT
14085,[0.10893487],Avg,DT
14086,[0.12546458],Avg,DT
14087,[0.11180517],Avg,DT
14088,[0.10800121],Avg,DT
14089,[0.12142618],Avg,DT
14090,[0.10540302],Avg,DT
14091,[0.14065176],Avg,DT
14092,[0.12340653],Avg,DT
14093,[0.10819731],Avg,DT
14094,[0.10035157],Avg,DT
14095,[0.10199993],Avg,DT
14096,[0.13740248],Avg,DT
14097,[0.14335159],Avg,DT
14098,[0.12733084],Avg,DT
14099,[0.10901376],Avg,DT
14100,[0.13608399],Avg,DT
14101,[0.10642139],Avg,DT
14102,[0.12197749],Avg,DT
14103,[0.13401351],Avg,DT
14104,[0.12268009],Avg,DT
14105,[0.14258933],Avg,DT
14106,[0.11475],Avg,DT
14107,[0.14773152],Avg,DT
14108,[0.11752018],Avg,DT
14109,[0.14450159],Avg,DT
14110,[0.14338334],Avg,DT
14111,[0.14508924],Avg,DT
14112,[0.1400308],Avg,DT
14113,[0.14650943],Avg,DT
14114,[0.16841422],Avg,DT
14115,[0.12241177],Avg,DT
14116,[0.12434241],Avg,DT
14117,[0.12421965],Avg,DT
14118,[0.11940613],Avg,DT
14119,[0.1307159],Avg,DT
14120,[0.11128743],Avg,DT
14121,[0.10933069],Avg,DT
14122,[0.21560349],Avg,DT
14123,[0.28197184],Avg,DT
14124,[0.18192427],Avg,DT
14125,[0.17631327],Avg,DT
14126,[0.18825645],Avg,DT
14127,[0.1961548],Avg,DT
14128,[0.18052806],Avg,DT
14129,[0.19046306],Avg,DT
14130,[0.21001799],Avg,DT
14131,[0.17222926],Avg,DT
14132,[0.18100411],Avg,DT
14133,[0.175472],Avg,DT
14134,[0.18480131],Avg,DT
14135,[0.20335001],Avg,DT
14136,[0.19172894],Avg,DT
14137,[0.20211494],Avg,DT
14138,[0.18866609],Avg,DT
14139,[0.19575652],Avg,DT
14140,[0.1860812],Avg,DT
14141,[0.17946674],Avg,DT
14142,[0.22292827],Avg,DT
14143,[0.21829108],Avg,DT
14144,[0.15120909],Avg,DT
14145,[0.15044597],Avg,DT
14146,[0.19025905],Avg,DT
14147,[0.25908174],Avg,DT
14148,[0.19041793],Avg,DT
14149,[0.22123535],Avg,DT
14150,[0.22430536],Avg,DT
14151,[0.21451998],Avg,DT
14152,[0.18699987],Avg,DT
14153,[0.21500053],Avg,DT
14154,[0.16293092],Avg,DT
14155,[0.1559128],Avg,DT
14156,[0.21908096],Avg,DT
14157,[0.15964642],Avg,DT
14158,[0.16722433],Avg,DT
14159,[0.21394025],Avg,DT
14160,[0.15919006],Avg,DT
14161,[0.15148002],Avg,DT
14162,[0.14907371],Avg,DT
14163,[0.17288263],Avg,DT
14164,[0.15290757],Avg,DT
14165,[0.14704695],Avg,DT
14166,[0.14537265],Avg,DT
14167,[0.14777407],Avg,DT
14168,[0.17749901],Avg,DT
14169,[0.15208209],Avg,DT
14170,[0.1430822],Avg,DT
14171,[0.14810627],Avg,DT
14172,[0.21337803],Avg,DT
14173,[0.15596174],Avg,DT
14174,[0.14514276],Avg,DT
14175,[0.15207934],Avg,DT
14176,[0.21256113],Avg,DT
14177,[0.16251865],Avg,DT
14178,[0.15611414],Avg,DT
14179,[0.16217007],Avg,DT
14180,[0.19701906],Avg,DT
14181,[0.1512461],Avg,DT
14182,[0.18625419],Avg,DT
14183,[0.18190604],Avg,DT
14184,[0.15446507],Avg,DT
14185,[0.14736905],Avg,DT
14186,[0.18479253],Avg,DT
14187,[0.17446629],Avg,DT
14188,[0.17929526],Avg,DT
14189,[0.14739867],Avg,DT
14190,[0.24922643],Avg,DT
14191,[0.15418406],Avg,DT
14192,[0.15733072],Avg,DT
14193,[0.15041411],Avg,DT
14194,[0.18967423],Avg,DT
14195,[0.14291327],Avg,DT
14196,[0.18668318],Avg,DT
14197,[0.14490307],Avg,DT
14198,[0.14781323],Avg,DT
14199,[0.15702189],Avg,DT
14200,[0.15235549],Avg,DT
14201,[0.14774102],Avg,DT
14202,[0.16898979],Avg,DT
14203,[0.17697959],Avg,DT
14204,[0.16445377],Avg,DT
14205,[0.17940579],Avg,DT
14206,[0.17084119],Avg,DT
14207,[0.18066404],Avg,DT
14208,[0.18651435],Avg,DT
14209,[0.16977044],Avg,DT
14210,[0.16775385],Avg,DT
14211,[0.18061884],Avg,DT
14212,[0.14956061],Avg,DT
14213,[0.17364273],Avg,DT
14214,[0.16105862],Avg,DT
14215,[0.1692203],Avg,DT
14216,[0.1838426],Avg,DT
14217,[0.16522336],Avg,DT
14218,[0.17816845],Avg,DT
14219,[0.17797433],Avg,DT
14220,[0.17268713],Avg,DT
14221,[0.17967805],Avg,DT
14222,[0.05386445],Avg,DT
14223,[0.05372221],Avg,DT
14224,[0.05757144],Avg,DT
14225,[0.0494286],Avg,DT
14226,[0.06028698],Avg,DT
14227,[0.05699665],Avg,DT
14228,[0.049012],Avg,DT
14229,[0.04984673],Avg,DT
14230,[0.05209236],Avg,DT
14231,[0.06245031],Avg,DT
14232,[0.05340549],Avg,DT
14233,[0.05087261],Avg,DT
14234,[0.0591512],Avg,DT
14235,[0.05579269],Avg,DT
14236,[0.05607815],Avg,DT
14237,[0.0567872],Avg,DT
14238,[0.05374421],Avg,DT
14239,[0.04904568],Avg,DT
14240,[0.05623753],Avg,DT
14241,[0.04992329],Avg,DT
14242,[0.06347512],Avg,DT
14243,[0.06209469],Avg,DT
14244,[0.07155706],Avg,DT
14245,[0.06504473],Avg,DT
14246,[0.06545996],Avg,DT
14247,[0.06419769],Avg,DT
14248,[0.07293169],Avg,DT
14249,[0.06354189],Avg,DT
14250,[0.06713322],Avg,DT
14251,[0.06495573],Avg,DT
14252,[0.06812705],Avg,DT
14253,[0.06522264],Avg,DT
14254,[0.06892284],Avg,DT
14255,[0.06400644],Avg,DT
14256,[0.07145532],Avg,DT
14257,[0.06185052],Avg,DT
14258,[0.06196914],Avg,DT
14259,[0.0731411],Avg,DT
14260,[0.06043541],Avg,DT
14261,[0.06882171],Avg,DT
14262,[0.09681818],Avg,DT
14263,[0.09756687],Avg,DT
14264,[0.09598015],Avg,DT
14265,[0.10069405],Avg,DT
14266,[0.09836728],Avg,DT
14267,[0.10150297],Avg,DT
14268,[0.10556426],Avg,DT
14269,[0.10190282],Avg,DT
14270,[0.10216052],Avg,DT
14271,[0.09206696],Avg,DT
14272,[0.10645095],Avg,DT
14273,[0.09700656],Avg,DT
14274,[0.08172881],Avg,DT
14275,[0.10058208],Avg,DT
14276,[0.10151753],Avg,DT
14277,[0.1019127],Avg,DT
14278,[0.10927647],Avg,DT
14279,[0.09427814],Avg,DT
14280,[0.10844014],Avg,DT
14281,[0.0965342],Avg,DT
14282,[0.08556173],Avg,DT
14283,[0.10537906],Avg,DT
14284,[0.10487298],Avg,DT
14285,[0.0941195],Avg,DT
14286,[0.09603553],Avg,DT
14287,[0.09026443],Avg,DT
14288,[0.09361899],Avg,DT
14289,[0.09566692],Avg,DT
14290,[0.09606855],Avg,DT
14291,[0.09297251],Avg,DT
14292,[0.09595872],Avg,DT
14293,[0.08429693],Avg,DT
14294,[0.08916932],Avg,DT
14295,[0.10288889],Avg,DT
14296,[0.08727809],Avg,DT
14297,[0.08810092],Avg,DT
14298,[0.10895741],Avg,DT
14299,[0.09771327],Avg,DT
14300,[0.09000376],Avg,DT
14301,[0.09952341],Avg,DT
14302,[0.09376065],Avg,DT
14303,[0.09180291],Avg,DT
14304,[0.11065134],Avg,DT
14305,[0.09954105],Avg,DT
14306,[0.10281857],Avg,DT
14307,[0.10246883],Avg,DT
14308,[0.10191156],Avg,DT
14309,[0.10552597],Avg,DT
14310,[0.09442487],Avg,DT
14311,[0.09636171],Avg,DT
14312,[0.11267826],Avg,DT
14313,[0.09874141],Avg,DT
14314,[0.09206345],Avg,DT
14315,[0.09266087],Avg,DT
14316,[0.09638418],Avg,DT
14317,[0.10143988],Avg,DT
14318,[0.09847671],Avg,DT
14319,[0.09705405],Avg,DT
14320,[0.11773413],Avg,DT
14321,[0.09742801],Avg,DT
14322,[0.11217321],Avg,DT
14323,[0.11207836],Avg,DT
14324,[0.10071504],Avg,DT
14325,[0.10208332],Avg,DT
14326,[0.10192102],Avg,DT
14327,[0.11987113],Avg,DT
14328,[0.09876753],Avg,DT
14329,[0.10922879],Avg,DT
14330,[0.10699332],Avg,DT
14331,[0.10231624],Avg,DT
14332,[0.1046359],Avg,DT
14333,[0.0993947],Avg,DT
14334,[0.11110329],Avg,DT
14335,[0.10925998],Avg,DT
14336,[0.10927729],Avg,DT
14337,[0.09893889],Avg,DT
14338,[0.11314436],Avg,DT
14339,[0.09262253],Avg,DT
14340,[0.09515047],Avg,DT
14341,[0.10698098],Avg,DT
14342,[0.11697015],Avg,DT
14343,[0.14995208],Avg,DT
14344,[0.12974319],Avg,DT
14345,[0.13055898],Avg,DT
14346,[0.1341374],Avg,DT
14347,[0.14493162],Avg,DT
14348,[0.12184665],Avg,DT
14349,[0.13267905],Avg,DT
14350,[0.12698531],Avg,DT
14351,[0.1343761],Avg,DT
14352,[0.14139962],Avg,DT
14353,[0.13556646],Avg,DT
14354,[0.15380755],Avg,DT
14355,[0.12181417],Avg,DT
14356,[0.14871626],Avg,DT
14357,[0.14326968],Avg,DT
14358,[0.11954653],Avg,DT
14359,[0.1372351],Avg,DT
14360,[0.13597255],Avg,DT
14361,[0.13325028],Avg,DT
14362,[0.10462127],Avg,DT
14363,[0.10450348],Avg,DT
14364,[0.10481441],Avg,DT
14365,[0.10538302],Avg,DT
14366,[0.08695637],Avg,DT
14367,[0.09967911],Avg,DT
14368,[0.10449296],Avg,DT
14369,[0.09335581],Avg,DT
14370,[0.09647397],Avg,DT
14371,[0.09219123],Avg,DT
14372,[0.08956072],Avg,DT
14373,[0.10687934],Avg,DT
14374,[0.09895055],Avg,DT
14375,[0.09598522],Avg,DT
14376,[0.09914293],Avg,DT
14377,[0.10464402],Avg,DT
14378,[0.08230039],Avg,DT
14379,[0.10851516],Avg,DT
14380,[0.09470329],Avg,DT
14381,[0.1020238],Avg,DT
14382,[0.12100412],Avg,DT
14383,[0.10943198],Avg,DT
14384,[0.11889415],Avg,DT
14385,[0.11784658],Avg,DT
14386,[0.11798858],Avg,DT
14387,[0.11641262],Avg,DT
14388,[0.13113891],Avg,DT
14389,[0.10311608],Avg,DT
14390,[0.12302636],Avg,DT
14391,[0.1189103],Avg,DT
14392,[0.12630037],Avg,DT
14393,[0.0993275],Avg,DT
14394,[0.11084171],Avg,DT
14395,[0.12249306],Avg,DT
14396,[0.10552322],Avg,DT
14397,[0.11174672],Avg,DT
14398,[0.11338669],Avg,DT
14399,[0.11297315],Avg,DT
14400,[0.10643535],Avg,DT
14401,[0.10941673],Avg,DT
14402,[0.12852965],Avg,DT
14403,[0.12895305],Avg,DT
14404,[0.13478457],Avg,DT
14405,[0.11980447],Avg,DT
14406,[0.12346356],Avg,DT
14407,[0.12649545],Avg,DT
14408,[0.12628658],Avg,DT
14409,[0.11186372],Avg,DT
14410,[0.11927612],Avg,DT
14411,[0.12351435],Avg,DT
14412,[0.13336169],Avg,DT
14413,[0.12603097],Avg,DT
14414,[0.12384222],Avg,DT
14415,[0.11688544],Avg,DT
14416,[0.12386253],Avg,DT
14417,[0.12233746],Avg,DT
14418,[0.12193846],Avg,DT
14419,[0.12072693],Avg,DT
14420,[0.11047441],Avg,DT
14421,[0.12931591],Avg,DT
14422,[0.10926459],Avg,DT
14423,[0.09849519],Avg,DT
14424,[0.10844205],Avg,DT
14425,[0.10084578],Avg,DT
14426,[0.09499804],Avg,DT
14427,[0.10025255],Avg,DT
14428,[0.11751799],Avg,DT
14429,[0.09754351],Avg,DT
14430,[0.10080984],Avg,DT
14431,[0.10570927],Avg,DT
14432,[0.09952041],Avg,DT
14433,[0.12047959],Avg,DT
14434,[0.09445582],Avg,DT
14435,[0.11066721],Avg,DT
14436,[0.09370721],Avg,DT
14437,[0.11177193],Avg,DT
14438,[0.10824192],Avg,DT
14439,[0.10313313],Avg,DT
14440,[0.11615661],Avg,DT
14441,[0.12076554],Avg,DT
14442,[0.09759716],Avg,DT
14443,[0.10401225],Avg,DT
14444,[0.10665977],Avg,DT
14445,[0.11023308],Avg,DT
14446,[0.09899497],Avg,DT
14447,[0.10736537],Avg,DT
14448,[0.10008072],Avg,DT
14449,[0.09959126],Avg,DT
14450,[0.11183839],Avg,DT
14451,[0.10640917],Avg,DT
14452,[0.11976686],Avg,DT
14453,[0.09793838],Avg,DT
14454,[0.10311056],Avg,DT
14455,[0.10382735],Avg,DT
14456,[0.10682668],Avg,DT
14457,[0.11294654],Avg,DT
14458,[0.10589875],Avg,DT
14459,[0.10904282],Avg,DT
14460,[0.09935494],Avg,DT
14461,[0.10501371],Avg,DT
14462,[0.10514704],Avg,DT
14463,[0.11335127],Avg,DT
14464,[0.11853547],Avg,DT
14465,[0.1064429],Avg,DT
14466,[0.10711488],Avg,DT
14467,[0.10668294],Avg,DT
14468,[0.10163858],Avg,DT
14469,[0.12137503],Avg,DT
14470,[0.10990151],Avg,DT
14471,[0.11483693],Avg,DT
14472,[0.10282522],Avg,DT
14473,[0.10869029],Avg,DT
14474,[0.11920754],Avg,DT
14475,[0.11750861],Avg,DT
14476,[0.10894601],Avg,DT
14477,[0.11402863],Avg,DT
14478,[0.10726809],Avg,DT
14479,[0.11465397],Avg,DT
14480,[0.10450418],Avg,DT
14481,[0.11882122],Avg,DT
14482,[0.09749311],Avg,DT
14483,[0.08143466],Avg,DT
14484,[0.08858014],Avg,DT
14485,[0.08348394],Avg,DT
14486,[0.08537474],Avg,DT
14487,[0.09252647],Avg,DT
14488,[0.08192267],Avg,DT
14489,[0.07819252],Avg,DT
14490,[0.08568235],Avg,DT
14491,[0.08105898],Avg,DT
14492,[0.08084385],Avg,DT
14493,[0.0875663],Avg,DT
14494,[0.08650362],Avg,DT
14495,[0.08750856],Avg,DT
14496,[0.08139192],Avg,DT
14497,[0.09515495],Avg,DT
14498,[0.08104259],Avg,DT
14499,[0.08208147],Avg,DT
14500,[0.08443005],Avg,DT
14501,[0.07617821],Avg,DT
14502,[0.08711794],Avg,DT
14503,[0.08805513],Avg,DT
14504,[0.09473946],Avg,DT
14505,[0.10295257],Avg,DT
14506,[0.08849581],Avg,DT
14507,[0.09506834],Avg,DT
14508,[0.0993146],Avg,DT
14509,[0.08546494],Avg,DT
14510,[0.09443571],Avg,DT
14511,[0.0945857],Avg,DT
14512,[0.09227191],Avg,DT
14513,[0.09749213],Avg,DT
14514,[0.09271218],Avg,DT
14515,[0.08279711],Avg,DT
14516,[0.09256256],Avg,DT
14517,[0.09870797],Avg,DT
14518,[0.09252582],Avg,DT
14519,[0.07894529],Avg,DT
14520,[0.0891937],Avg,DT
14521,[0.09761862],Avg,DT
14522,[0.09429941],Avg,DT
14523,[0.09505574],Avg,DT
14524,[0.09223748],Avg,DT
14525,[0.0972929],Avg,DT
14526,[0.09915756],Avg,DT
14527,[0.09667516],Avg,DT
14528,[0.09740485],Avg,DT
14529,[0.09565523],Avg,DT
14530,[0.09717491],Avg,DT
14531,[0.09493563],Avg,DT
14532,[0.07803719],Avg,DT
14533,[0.0908028],Avg,DT
14534,[0.10366135],Avg,DT
14535,[0.0873088],Avg,DT
14536,[0.09997589],Avg,DT
14537,[0.10723053],Avg,DT
14538,[0.10592022],Avg,DT
14539,[0.09468655],Avg,DT
14540,[0.09907346],Avg,DT
14541,[0.09511292],Avg,DT
14542,[0.10439565],Avg,DT
14543,[0.10025487],Avg,DT
14544,[0.09949119],Avg,DT
14545,[0.10898431],Avg,DT
14546,[0.10417696],Avg,DT
14547,[0.10046178],Avg,DT
14548,[0.11856758],Avg,DT
14549,[0.10900742],Avg,DT
14550,[0.10429036],Avg,DT
14551,[0.09834596],Avg,DT
14552,[0.11243405],Avg,DT
14553,[0.11035866],Avg,DT
14554,[0.10365839],Avg,DT
14555,[0.1030084],Avg,DT
14556,[0.11464875],Avg,DT
14557,[0.09979513],Avg,DT
14558,[0.11319865],Avg,DT
14559,[0.1051734],Avg,DT
14560,[0.10303199],Avg,DT
14561,[0.1068028],Avg,DT
14562,[0.10153551],Avg,DT
14563,[0.09387922],Avg,DT
14564,[0.09704878],Avg,DT
14565,[0.09665089],Avg,DT
14566,[0.09183333],Avg,DT
14567,[0.09113092],Avg,DT
14568,[0.09536069],Avg,DT
14569,[0.08948278],Avg,DT
14570,[0.0909456],Avg,DT
14571,[0.09604618],Avg,DT
14572,[0.09137443],Avg,DT
14573,[0.10479419],Avg,DT
14574,[0.09840991],Avg,DT
14575,[0.09558547],Avg,DT
14576,[0.08727317],Avg,DT
14577,[0.08480041],Avg,DT
14578,[0.0855652],Avg,DT
14579,[0.09195753],Avg,DT
14580,[0.0983349],Avg,DT
14581,[0.10349527],Avg,DT
14582,[0.10166702],Avg,DT
14583,[0.08649777],Avg,DT
14584,[0.10293845],Avg,DT
14585,[0.09633297],Avg,DT
14586,[0.08388756],Avg,DT
14587,[0.09259923],Avg,DT
14588,[0.09418267],Avg,DT
14589,[0.08605298],Avg,DT
14590,[0.08002856],Avg,DT
14591,[0.09814702],Avg,DT
14592,[0.09326097],Avg,DT
14593,[0.09100835],Avg,DT
14594,[0.08349545],Avg,DT
14595,[0.08412651],Avg,DT
14596,[0.10058724],Avg,DT
14597,[0.0961906],Avg,DT
14598,[0.07350292],Avg,DT
14599,[0.08589434],Avg,DT
14600,[0.09781598],Avg,DT
14601,[0.09726599],Avg,DT
14602,[0.07666715],Avg,DT
14603,[0.09578674],Avg,DT
14604,[0.09217936],Avg,DT
14605,[0.08728686],Avg,DT
14606,[0.10307291],Avg,DT
14607,[0.09379458],Avg,DT
14608,[0.10142172],Avg,DT
14609,[0.08786505],Avg,DT
14610,[0.08826465],Avg,DT
14611,[0.09245782],Avg,DT
14612,[0.08714863],Avg,DT
14613,[0.08763465],Avg,DT
14614,[0.09326773],Avg,DT
14615,[0.08483228],Avg,DT
14616,[0.08369711],Avg,DT
14617,[0.07670464],Avg,DT
14618,[0.09534774],Avg,DT
14619,[0.09024116],Avg,DT
14620,[0.08862502],Avg,DT
14621,[0.08833404],Avg,DT
14622,[0.09770867],Avg,DT
14623,[0.10838373],Avg,DT
14624,[0.09720675],Avg,DT
14625,[0.09251552],Avg,DT
14626,[0.10914242],Avg,DT
14627,[0.10649176],Avg,DT
14628,[0.09003892],Avg,DT
14629,[0.10566504],Avg,DT
14630,[0.08841858],Avg,DT
14631,[0.10016896],Avg,DT
14632,[0.0937193],Avg,DT
14633,[0.10219831],Avg,DT
14634,[0.09856276],Avg,DT
14635,[0.10137235],Avg,DT
14636,[0.10284059],Avg,DT
14637,[0.10059063],Avg,DT
14638,[0.11339764],Avg,DT
14639,[0.09967889],Avg,DT
14640,[0.10569431],Avg,DT
14641,[0.10154527],Avg,DT
14642,[0.11392262],Avg,DT
14643,[0.11699716],Avg,DT
14644,[0.11044412],Avg,DT
14645,[0.10855531],Avg,DT
14646,[0.12334646],Avg,DT
14647,[0.11015497],Avg,DT
14648,[0.11616561],Avg,DT
14649,[0.11079342],Avg,DT
14650,[0.11800394],Avg,DT
14651,[0.10617862],Avg,DT
14652,[0.10734411],Avg,DT
14653,[0.10553282],Avg,DT
14654,[0.1211421],Avg,DT
14655,[0.11775278],Avg,DT
14656,[0.10770196],Avg,DT
14657,[0.10913527],Avg,DT
14658,[0.11600839],Avg,DT
14659,[0.11251003],Avg,DT
14660,[0.11780227],Avg,DT
14661,[0.11281744],Avg,DT
14662,[0.15584632],Avg,DT
14663,[0.16035509],Avg,DT
14664,[0.15211432],Avg,DT
14665,[0.15447749],Avg,DT
14666,[0.16531279],Avg,DT
14667,[0.16427123],Avg,DT
14668,[0.17822109],Avg,DT
14669,[0.13454925],Avg,DT
14670,[0.16251928],Avg,DT
14671,[0.13914605],Avg,DT
14672,[0.1478544],Avg,DT
14673,[0.16798841],Avg,DT
14674,[0.1596722],Avg,DT
14675,[0.14626779],Avg,DT
14676,[0.16342271],Avg,DT
14677,[0.16252454],Avg,DT
14678,[0.16050324],Avg,DT
14679,[0.13981912],Avg,DT
14680,[0.14914941],Avg,DT
14681,[0.15767443],Avg,DT
14682,[0.15711177],Avg,DT
14683,[0.15221179],Avg,DT
14684,[0.16974252],Avg,DT
14685,[0.1392256],Avg,DT
14686,[0.15947584],Avg,DT
14687,[0.16475557],Avg,DT
14688,[0.17432628],Avg,DT
14689,[0.1610304],Avg,DT
14690,[0.15912943],Avg,DT
14691,[0.16355901],Avg,DT
14692,[0.16709393],Avg,DT
14693,[0.14835111],Avg,DT
14694,[0.16038301],Avg,DT
14695,[0.16236116],Avg,DT
14696,[0.17777733],Avg,DT
14697,[0.16395904],Avg,DT
14698,[0.15881659],Avg,DT
14699,[0.17487773],Avg,DT
14700,[0.16391522],Avg,DT
14701,[0.16743721],Avg,DT
14702,[0.13842814],Avg,DT
14703,[0.13762752],Avg,DT
14704,[0.1567722],Avg,DT
14705,[0.14508869],Avg,DT
14706,[0.14765684],Avg,DT
14707,[0.14695026],Avg,DT
14708,[0.14564148],Avg,DT
14709,[0.15846648],Avg,DT
14710,[0.13892026],Avg,DT
14711,[0.13400185],Avg,DT
14712,[0.16306822],Avg,DT
14713,[0.14844177],Avg,DT
14714,[0.13270181],Avg,DT
14715,[0.14673809],Avg,DT
14716,[0.1579272],Avg,DT
14717,[0.15779932],Avg,DT
14718,[0.14116193],Avg,DT
14719,[0.13943371],Avg,DT
14720,[0.14241161],Avg,DT
14721,[0.14606779],Avg,DT
14722,[0.14739366],Avg,DT
14723,[0.14284113],Avg,DT
14724,[0.1482415],Avg,DT
14725,[0.14908609],Avg,DT
14726,[0.15895128],Avg,DT
14727,[0.14210531],Avg,DT
14728,[0.1559488],Avg,DT
14729,[0.14571505],Avg,DT
14730,[0.15406299],Avg,DT
14731,[0.14524988],Avg,DT
14732,[0.13292416],Avg,DT
14733,[0.14934594],Avg,DT
14734,[0.16162808],Avg,DT
14735,[0.14113781],Avg,DT
14736,[0.15991675],Avg,DT
14737,[0.14432099],Avg,DT
14738,[0.14655625],Avg,DT
14739,[0.14465624],Avg,DT
14740,[0.16739454],Avg,DT
14741,[0.14830236],Avg,DT
14742,[0.15393282],Avg,DT
14743,[0.14307961],Avg,DT
14744,[0.16936018],Avg,DT
14745,[0.21237421],Avg,DT
14746,[0.18114939],Avg,DT
14747,[0.15368193],Avg,DT
14748,[0.15763705],Avg,DT
14749,[0.16100251],Avg,DT
14750,[0.21186655],Avg,DT
14751,[0.18411456],Avg,DT
14752,[0.18676735],Avg,DT
14753,[0.21730897],Avg,DT
14754,[0.18271505],Avg,DT
14755,[0.17864248],Avg,DT
14756,[0.19016613],Avg,DT
14757,[0.17117313],Avg,DT
14758,[0.17624047],Avg,DT
14759,[0.1635281],Avg,DT
14760,[0.18733656],Avg,DT
14761,[0.19607726],Avg,DT
14762,[0.04142245],Avg,DT
14763,[0.04478449],Avg,DT
14764,[0.03499029],Avg,DT
14765,[0.0364867],Avg,DT
14766,[0.04448415],Avg,DT
14767,[0.0394312],Avg,DT
14768,[0.04426606],Avg,DT
14769,[0.02896019],Avg,DT
14770,[0.0358459],Avg,DT
14771,[0.02561841],Avg,DT
14772,[0.03393696],Avg,DT
14773,[0.03899673],Avg,DT
14774,[0.03443051],Avg,DT
14775,[0.02390154],Avg,DT
14776,[0.02901528],Avg,DT
14777,[0.03589213],Avg,DT
14778,[0.03305565],Avg,DT
14779,[0.03717234],Avg,DT
14780,[0.03854717],Avg,DT
14781,[0.03657915],Avg,DT
14782,[0.03557736],Avg,DT
14783,[0.04012887],Avg,DT
14784,[0.03795526],Avg,DT
14785,[0.04833219],Avg,DT
14786,[0.03823137],Avg,DT
14787,[0.04558483],Avg,DT
14788,[0.03899251],Avg,DT
14789,[0.04123261],Avg,DT
14790,[0.04149157],Avg,DT
14791,[0.03168653],Avg,DT
14792,[0.03576802],Avg,DT
14793,[0.03321674],Avg,DT
14794,[0.04159752],Avg,DT
14795,[0.04984287],Avg,DT
14796,[0.04647031],Avg,DT
14797,[0.02937237],Avg,DT
14798,[0.02537617],Avg,DT
14799,[0.03960302],Avg,DT
14800,[0.03721946],Avg,DT
14801,[0.03370589],Avg,DT
14802,[0.05827867],Avg,DT
14803,[0.05414259],Avg,DT
14804,[0.04885828],Avg,DT
14805,[0.05208712],Avg,DT
14806,[0.0574641],Avg,DT
14807,[0.04698449],Avg,DT
14808,[0.05317839],Avg,DT
14809,[0.0474807],Avg,DT
14810,[0.0465865],Avg,DT
14811,[0.04719637],Avg,DT
14812,[0.05621986],Avg,DT
14813,[0.05670722],Avg,DT
14814,[0.08014238],Avg,DT
14815,[0.05501738],Avg,DT
14816,[0.05913459],Avg,DT
14817,[0.06290919],Avg,DT
14818,[0.0553343],Avg,DT
